event_id,n_detections,frame_start,frame_end,lifetime_frames,lifetime_seconds,x_centroid,y_centroid,x_std,y_std,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width_px,bbox_height_px,peak_intensity,mean_intensity,total_area_Mm2,mean_area_Mm2,total_area_km2,mean_area_km2,original_cluster_id
1,15,0,16,17,170.0,343.82152116402114,98.41287037037037,3.2315396399460163,3.415541988434623,338.0,93.0,348.8,105.0,11.800000000000011,13.0,1344.284912109375,1322.2228678385416,2.869225450109037,0.1912816966739358,2869225.4501090366,191281.6966739358,0
2,22,0,21,22,220.0,256.16348550439454,167.99503697060516,1.4003907521835126,1.5393842190268814,251.43589743589746,165.25,257.53846153846155,171.44444444444446,7.102564102564088,7.194444444444457,1321.633056640625,1311.7970470081675,8.529041925106107,0.3876837238684594,8529041.925106106,387683.7238684594,2
3,21,0,20,21,210.0,1550.7801238444097,287.5207657421943,1.3580078488378422,1.967397353323111,1548.0,284.1666666666667,1553.0,291.0,6.0,7.833333333333314,1333.1536865234375,1327.7825404575892,6.052867463602276,0.28823178398106075,6052867.463602276,288231.7839810607,3
4,11,0,10,11,110.0,213.47493112947657,375.1509641873279,0.49311156255095856,1.5742824299817961,212.7,373.0,214.0909090909091,378.3,2.390909090909105,6.300000000000011,1312.744384765625,1307.2341641512785,2.8692312533281785,0.2608392048480162,2869231.2533281785,260839.2048480162,4
5,5,0,4,5,50.0,1564.6677272727272,386.36469696969687,1.068494860641604,1.88225776840033,1563.1969696969697,383.8333333333333,1566.5083333333332,388.8484848484848,4.311363636363467,6.015151515151501,1329.609619140625,1327.6548583984375,3.4981085387050883,0.6996217077410176,3498108.538705088,699621.7077410176,5
6,6,0,5,6,60.0,633.6145833333334,542.0416666666666,1.085184716099317,2.5420081737782736,631.75,539.375,635.0625,546.25,4.3125,7.875,1337.9183349609375,1328.1320393880208,1.5721835092572587,0.2620305848762098,1572183.5092572586,262030.5848762098,6
7,6,0,6,7,70.0,960.5,681.0,1.6072751268321592,4.725815626252608,958.0,671.0,963.0,686.0,6.0,16.0,1289.67529296875,1283.2162272135417,0.2358273342383176,0.03930455570638627,235827.3342383176,39304.555706386265,7
8,3,0,2,3,30.0,1224.9166666666667,670.5,0.7728015412913086,1.4719601443879744,1224.25,669.0,1226.0,672.5,2.75,4.5,1325.490478515625,1317.7146809895833,0.27513249846205834,0.09171083282068611,275132.4984620583,91710.8328206861,8
9,8,0,7,8,80.0,2020.6838672969188,795.0186011904761,0.6518957616881145,1.4851640898989311,2019.375,792.7222222222222,2021.388888888889,797.625,3.013888888888914,5.902777777777828,1335.436767578125,1327.3031158447266,3.8125427039949784,0.4765678379993723,3812542.703994978,476567.8379993723,9
10,3,0,2,3,30.0,96.33333333333333,1014.6666666666666,0.4714045207910317,2.0548046676563256,96.0,1012.0,97.0,1017.0,2.0,6.0,1292.935791015625,1289.6222330729167,0.11791387849517751,0.03930462616505917,117913.87849517752,39304.62616505917,10
11,14,0,13,14,140.0,1981.360119047619,1104.6636904761904,1.249762590833451,4.171023445006997,1978.0,1096.0,1982.6666666666667,1114.5,5.6666666666667425,19.5,1331.056396484375,1309.671665736607,1.6114823321345044,0.11510588086675032,1611482.3321345043,115105.88086675032,12
12,2,0,1,2,20.0,564.5,1143.0,3.5,3.0,561.0,1140.0,568.0,1146.0,8.0,7.0,1315.14111328125,1308.369140625,0.07860929076550985,0.039304645382754924,78609.29076550985,39304.64538275493,13
13,24,0,23,24,240.0,1688.1725384046956,1290.7834613023624,0.7298126842799573,1.9491254096937871,1686.0967741935483,1286.9166666666665,1689.2,1294.2857142857142,4.103225806451746,8.369047619047706,1318.0859375,1312.8346506754558,9.433048788087284,0.3930436995036368,9433048.788087284,393043.6995036368,16
