event_id,n_detections,frame_start,frame_end,total_lifetime_frames,total_lifetime_seconds,active_frames,active_seconds,duty_cycle,x_centroid,y_centroid,x_std,y_std,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width_px,bbox_height_px,peak_intensity,mean_intensity,total_area_Mm2,mean_detection_area_Mm2,total_area_km2,mean_detection_area_km2,original_cluster_id
1,2,0,1,2,10.0,2,10.0,1.0,533.0,62.75,0.0,1.25,533.0,61.5,533.0,64.0,1.0,3.5,1325.582275390625,1295.6568603515625,0.1179139169303342,0.0589569584651671,117913.9169303342,58956.9584651671,0
2,2,0,1,2,10.0,2,10.0,1.0,340.9384920634921,102.67857142857142,1.5218253968254203,0.599206349206348,339.4166666666667,102.07936507936508,342.4603174603175,103.27777777777777,4.043650793650841,2.198412698412696,1325.2606201171875,1320.9431762695312,1.1005300322812768,0.5502650161406384,1100530.0322812768,550265.0161406384,1
3,2,0,1,2,10.0,2,10.0,1.0,673.1666666666667,114.83333333333334,0.16666666666668561,0.1666666666666643,673.0,114.66666666666667,673.3333333333334,115.0,1.3333333333333712,1.3333333333333286,1278.645751953125,1272.3215942382812,0.15721854309515856,0.07860927154757928,157218.54309515856,78609.27154757928,2
4,3,0,2,3,15.0,3,15.0,1.0,256.2175925925926,168.7800925925926,0.9249300199680685,2.1974921210518756,255.11111111111111,166.0625,257.375,171.44444444444446,3.2638888888888857,6.381944444444457,1321.633056640625,1318.21728515625,1.4542708990587443,0.48475696635291476,1454270.8990587443,484756.96635291475,3
5,2,0,1,2,10.0,2,10.0,1.0,238.5,175.0,0.5,1.0,238.0,174.0,239.0,176.0,2.0,3.0,1323.8822021484375,1298.0195922851562,0.07860929076550985,0.039304645382754924,78609.29076550985,39304.64538275493,4
6,2,0,1,2,10.0,2,10.0,1.0,1548.25,289.5,0.25,1.0,1548.0,288.5,1548.5,290.5,1.5,3.0,1326.8399658203125,1317.11328125,0.2358278338606684,0.1179139169303342,235827.8338606684,117913.9169303342,5
23,2,0,1,2,10.0,2,10.0,1.0,1512.25,1575.25,0.25,0.75,1512.0,1574.5,1512.5,1576.0,1.5,2.5,1272.9940185546875,1271.3236694335938,0.1572185815310197,0.07860929076550985,157218.5815310197,78609.29076550985,23
24,2,0,1,2,10.0,2,10.0,1.0,1975.5,1831.0,0.5,0.0,1975.0,1831.0,1976.0,1831.0,2.0,1.0,1261.765380859375,1258.833251953125,0.07860929076550985,0.039304645382754924,78609.29076550985,39304.64538275493,24
25,2,0,1,2,10.0,2,10.0,1.0,1316.5,1935.5,0.5,1.0,1316.0,1934.5,1317.0,1936.5,2.0,3.0,1309.063720703125,1303.1400146484375,0.39304641539168816,0.19652320769584408,393046.4153916882,196523.2076958441,25
16,3,0,2,3,15.0,3,15.0,1.0,1853.7760443921159,1161.1924821210534,0.7307755736969115,0.7399313144523758,1852.8265306122448,1160.3979591836735,1854.6041666666667,1162.179487179487,2.7776360544219187,2.781527995813576,1319.1441650390625,1318.5688069661458,5.384733361821686,1.7949111206072288,5384733.361821686,1794911.1206072287,15
14,5,0,4,5,25.0,5,25.0,1.0,109.90828599636711,1045.7887493179655,1.0084756527772933,1.5058182534323616,108.88709677419355,1044.1451612903224,111.84375,1048.2142857142858,3.9566532258064484,5.069124423963331,1312.693603515625,1310.60556640625,6.485255515271108,1.2970511030542216,6485255.515271108,1297051.1030542215,13
13,2,0,1,2,10.0,2,10.0,1.0,96.0,1016.25,0.0,0.75,96.0,1015.5,96.0,1017.0,1.0,2.5,1292.935791015625,1289.4703979492188,0.1179139169303342,0.0589569584651671,117913.9169303342,58956.9584651671,12
12,8,0,7,8,40.0,8,40.0,1.0,2020.5682017543859,795.0773624401913,0.6322997075194969,1.5407652994669903,2019.375,792.65,2021.3,797.625,2.9249999999999545,5.975000000000023,1335.436767578125,1327.3031158447266,4.362805817696975,0.5453507272121219,4362805.817696975,545350.7272121218,11
11,4,0,3,4,20.0,4,20.0,1.0,1225.4791666666667,670.3333333333334,1.0903220090107795,1.3385315336840842,1224.25,669.0,1227.0,672.5,3.75,4.5,1325.490478515625,1306.1282348632812,0.39304622321356864,0.09826155580339216,393046.2232135686,98261.55580339216,10
21,2,0,1,2,10.0,2,10.0,1.0,716.7115384615385,1479.5734265734266,0.2115384615384528,0.8811188811189368,716.5,1478.6923076923076,716.9230769230769,1480.4545454545455,1.4230769230769056,2.7622377622378735,1318.77490234375,1317.8709106445312,1.8866229015005143,0.9433114507502571,1886622.9015005142,943311.4507502571,21
22,15,0,14,15,75.0,15,75.0,1.0,1153.5745658263306,1517.0552287581702,0.8164017587320271,1.631810989754887,1152.25,1514.25,1154.8333333333333,1520.3,3.5833333333332575,7.0499999999999545,1321.93505859375,1317.2456380208334,5.384706459193592,0.35898043061290613,5384706.459193592,358980.4306129061,22
17,4,0,3,4,20.0,4,20.0,1.0,461.2185120916447,1217.3131204533777,1.2968059317838823,2.19671620927534,459.32323232323233,1214.6409544950056,462.81687014428417,1220.1010101010104,4.493637821051834,6.460055606004744,1340.695068359375,1339.3045959472656,9.197277026295657,2.2993192565739142,9197277.026295656,2299319.256573914,16
18,25,0,24,25,125.0,25,125.0,1.0,1688.1860153701646,1290.798271989019,0.7198301182207192,1.9007863480887723,1686.03125,1287.157894736842,1689.142857142857,1294.5,4.11160714285711,8.342105263157919,1318.0859375,1311.3174853515625,11.083831057742076,0.44335324230968304,11083831.057742076,443353.24230968306,17
19,6,0,5,6,30.0,6,30.0,1.0,447.5222222222222,1397.6555555555558,0.688978488796781,1.9688939051854524,446.3333333333333,1395.5,448.0,1401.3333333333333,2.6666666666666856,6.8333333333332575,1338.716064453125,1304.4911702473958,0.9433106436279088,0.15721844060465148,943310.6436279089,157218.4406046515,18
20,2,0,1,2,10.0,2,10.0,1.0,450.20238095238096,1427.9294425087107,0.2023809523809632,1.1437282229965149,450.0,1426.7857142857142,450.4047619047619,1429.0731707317073,1.4047619047619264,3.2874564459930298,1333.37060546875,1332.974609375,3.2622855475507286,1.6311427737753643,3262285.5475507285,1631142.7737753643,20
7,9,0,8,9,45.0,9,45.0,1.0,213.51181041181042,375.55085161751833,0.4917979876938894,1.474083514120629,212.5,373.54545454545456,214.0909090909091,378.2857142857143,2.5909090909090935,5.740259740259717,1312.744384765625,1309.5393608940972,3.419495404723173,0.37994393385813036,3419495.404723173,379943.93385813036,6
8,3,0,2,3,15.0,3,15.0,1.0,1565.798089921774,387.06305726437296,1.1831066002622084,1.9709725446731903,1564.1309523809525,384.4912280701754,1566.7545454545455,389.27976190476187,3.6235930735929287,5.788533834586474,1329.609619140625,1327.6045735677083,2.9871514348015222,0.9957171449338408,2987151.434801522,995717.1449338407,7
10,2,0,1,2,10.0,2,10.0,1.0,632.1,545.05,0.39999999999997726,1.25,631.7,543.8,632.5,546.3,1.7999999999999545,3.5,1337.9183349609375,1333.5882568359375,0.7860929076550985,0.39304645382754927,786092.9076550986,393046.4538275493,9
9,2,0,1,2,10.0,2,10.0,1.0,1582.25,407.0833333333333,0.75,0.9166666666666856,1581.5,406.16666666666663,1583.0,408.0,2.5,2.8333333333333712,1308.535400390625,1286.3912353515625,0.19652316925998292,0.09826158462999146,196523.1692599829,98261.58462999146,8
15,2,0,1,2,10.0,2,10.0,1.0,1948.75,1139.0,1.25,1.0,1947.5,1138.0,1950.0,1140.0,3.5,3.0,1276.765625,1267.8841552734375,0.11791395536619535,0.058956977683097676,117913.95536619535,58956.97768309768,14
