frame,x,y,area_px,intensity,area_km2
0,1138.857142857143,395.7142857142857,7.0,15415.177734375,77556.85366416567
0,1776.0,433.0,1.0,11871.6826171875,11079.550523452239
0,1649.5,463.0,2.0,19827.841796875,22159.101046904478
0,1282.0,484.5,2.0,14183.50390625,22159.101046904478
0,572.4489795918367,510.1020408163265,49.0,15236.818359375,542897.9756491598
0,1233.0,501.0,1.0,11557.58203125,11079.550523452239
0,608.0629921259842,517.7952755905512,127.0,15959.7236328125,1407102.9164784343
0,1235.0,503.0,1.0,11714.369140625,11079.550523452239
0,1923.5,510.0,2.0,12189.4658203125,22159.101046904478
0,1354.0,534.0,1.0,11714.369140625,11079.550523452239
0,608.0,535.5,4.0,12836.0810546875,44318.202093808955
0,1970.0,535.5,2.0,11557.58203125,22159.101046904478
0,1965.75,538.5,4.0,11714.369140625,44318.202093808955
0,1964.0,538.0,1.0,11557.58203125,11079.550523452239
0,625.0,540.0,1.0,12189.4658203125,11079.550523452239
0,1361.0,540.5,2.0,12349.41015625,22159.101046904478
0,1968.0,540.0,1.0,11557.58203125,11079.550523452239
0,1342.0,542.7272727272727,11.0,17265.0546875,121875.05575797462
0,1351.0,542.5,2.0,11871.6826171875,22159.101046904478
0,1967.0,545.0,1.0,11557.58203125,11079.550523452239
0,1350.0,547.0,1.0,12189.4658203125,11079.550523452239
0,1967.595,557.745,200.0,13501.6376953125,2215910.104690448
0,1971.0,547.0,1.0,11557.58203125,11079.550523452239
0,1351.0,550.0,1.0,12030.0478515625,11079.550523452239
0,636.0,554.0,1.0,12349.41015625,11079.550523452239
0,1338.0,555.125,8.0,19827.841796875,88636.40418761791
0,1343.5,556.0,2.0,13501.6376953125,22159.101046904478
0,1348.2,557.4,5.0,15415.177734375,55397.7526172612
0,1356.0,557.5,2.0,12349.41015625,22159.101046904478
0,1357.4,563.2,5.0,13839.939453125,55397.7526172612
0,1963.5,565.0,2.0,11557.58203125,22159.101046904478
0,1983.0,568.0,1.0,11714.369140625,11079.550523452239
0,629.5714285714286,577.1428571428571,7.0,12510.40625,77556.85366416567
0,1113.3333333333333,576.3333333333334,3.0,13333.8017578125,33238.65157035671
0,624.7142857142857,590.7142857142857,7.0,13333.8017578125,77556.85366416567
0,630.0,589.0,1.0,11557.58203125,11079.550523452239
0,621.5,593.5,4.0,14010.40625,44318.202093808955
0,1371.0,595.0,1.0,12836.0810546875,11079.550523452239
0,622.0,597.0,1.0,11557.58203125,11079.550523452239
0,1362.0,597.0,1.0,12030.0478515625,11079.550523452239
0,1551.0,599.0,1.0,12030.0478515625,11079.550523452239
0,1553.0,600.0,1.0,11714.369140625,11079.550523452239
0,624.6666666666666,603.6666666666666,3.0,12674.033203125,33238.65157035671
0,1304.6666666666667,606.6666666666666,3.0,12836.0810546875,33238.65157035671
0,1316.0,606.0,1.0,11557.58203125,11079.550523452239
0,1340.8,608.6,5.0,12510.40625,55397.7526172612
0,1579.6888888888889,609.6666666666666,45.0,16327.4892578125,498579.7735553507
0,1586.0,608.0,1.0,11557.58203125,11079.550523452239
0,1330.5,610.0,4.0,12836.0810546875,44318.202093808955
0,1590.5,610.5,4.0,12349.41015625,44318.202093808955
