event_id,n_detections,frame_start,frame_end,total_lifetime_frames,total_lifetime_seconds,active_frames,active_seconds,duty_cycle,x_centroid,y_centroid,x_std,y_std,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width_px,bbox_height_px,peak_intensity,mean_intensity,total_area_Mm2,mean_detection_area_Mm2,total_area_km2,mean_detection_area_km2,original_cluster_id
1,40,0,44,45,225.0,40,200.0,0.8888888888888888,973.6784431193806,43.921514769952275,3.1722413352706287,2.549995564733375,969.5,38.8125,984.0,49.666666666666664,15.5,11.854166666666664,1335.96630859375,1310.7747650146484,13.048901260199841,0.326222531504996,13048901.260199841,326222.531504996,0
2,21,0,24,25,125.0,21,105.0,0.84,534.5113378684808,59.79563492063492,0.9170124520125381,1.8223836414318275,533.0,56.0,536.0,64.0,4.0,9.0,1356.856201171875,1324.1585460844494,2.711984616598783,0.12914212459994204,2711984.616598783,129142.12459994204,1
3,11,0,25,26,130.0,11,55.0,0.4230769230769231,708.8636363636364,91.9090909090909,1.7849230832792602,1.427301678918871,706.5,89.0,711.0,94.0,5.5,6.0,1299.1629638671875,1276.7202592329545,0.7467769439990576,0.06788881309082341,746776.9439990576,67888.81309082342,2
4,16,0,16,17,85.0,16,80.0,0.9411764705882353,341.5314010642136,100.63717667748918,1.6586461902013327,2.798967679318014,338.0,95.0,344.0,105.0,7.0,11.0,1344.284912109375,1314.7529525756836,4.9523628735329375,0.3095226795958086,4952362.873532938,309522.6795958086,3
5,44,0,48,49,245.0,44,220.0,0.8979591836734694,703.5928384809635,110.10104562104561,1.8999887868661407,2.773265021884953,700.75,105.0,709.5,115.4,9.75,11.400000000000006,1347.19873046875,1323.019581187855,10.690648710476273,0.24296928887446076,10690648.710476274,242969.28887446076,4
6,31,0,32,33,165.0,31,155.0,0.9393939393939394,675.0645217935242,111.94144740988119,1.8227009302893133,2.267949661542995,671.5833333333334,108.0,678.8571428571428,115.875,8.273809523809405,8.875,1355.0693359375,1315.4088056010585,13.009597133702982,0.4196644236678381,13009597.133702982,419664.4236678381,5
7,26,0,28,29,145.0,26,130.0,0.896551724137931,256.09337427642083,168.25376387838435,1.1978356043845537,1.7240020621065921,254.0,165.10526315789474,258.44444444444446,172.0,5.444444444444457,7.89473684210526,1321.633056640625,1309.180419921875,9.354420627383607,0.35978540874552334,9354420.627383608,359785.40874552337,6
8,3,0,4,5,25.0,3,15.0,0.6,239.0,174.0,0.816496580927726,1.632993161855452,238.0,172.0,240.0,176.0,3.0,5.0,1323.8822021484375,1283.7275797526042,0.11791380163493559,0.03930460054497853,117913.80163493559,39304.60054497853,7
9,33,0,33,34,170.0,33,165.0,0.9705882352941176,1551.5861122463393,288.51956078433346,1.8978201521707043,2.3587088443390516,1548.0,284.2307692307692,1556.0833333333335,293.25,9.083333333333485,10.019230769230774,1333.1536865234375,1323.5107976740057,9.39368559205228,0.2846571391530994,9393685.59205228,284657.13915309944,8
10,24,0,27,28,140.0,24,120.0,0.8571428571428571,533.4556426216319,293.4497711063592,3.491105919393992,4.219270304123761,528.7239583333334,286.6666666666667,539.0,301.2,11.276041666666629,15.533333333333303,1336.074462890625,1311.4220072428386,8.804073079104473,0.3668363782960197,8804073.079104474,366836.37829601974,9
11,12,0,22,23,115.0,12,60.0,0.5217391304347826,213.00885780885778,375.6631387131388,1.109932238761395,1.4722489023532268,210.5,373.54545454545456,214.0909090909091,378.2857142857143,4.5909090909090935,5.740259740259717,1312.744384765625,1300.3031514485676,3.576711680335124,0.2980593066945937,3576711.680335124,298059.3066945937,10
12,5,0,5,6,30.0,5,25.0,0.8333333333333334,1580.9666666666667,405.4547619047619,1.69197452042809,1.8926160373548044,1578.0833333333333,402.25,1583.0,408.0,5.9166666666667425,6.75,1308.535400390625,1298.911865234375,0.9433091063408647,0.18866182126817294,943309.1063408648,188661.82126817293,12
13,15,0,14,15,75.0,15,75.0,1.0,631.5347619047619,540.858783068783,2.6329991751013977,2.107389098031868,627.0,538.9166666666667,635.0,546.3,9.0,8.383333333333212,1337.9183349609375,1302.831876627604,2.712012095356612,0.18080080635710746,2712012.095356612,180800.80635710747,13
14,6,0,6,7,35.0,6,30.0,0.8571428571428571,960.7777777777777,680.4444444444445,1.1166528467912162,1.9759354715309783,959.6666666666666,677.5,963.0,683.0,4.333333333333371,6.5,1289.67529296875,1279.8992919921875,0.3930456851691808,0.06550761419486346,393045.6851691808,65507.61419486346,14
15,8,0,9,10,50.0,8,40.0,0.8,1225.6770833333335,670.6666666666667,0.8105612553108444,1.64147630029935,1224.25,668.5,1227.0,673.0,3.75,5.5,1325.490478515625,1305.8253021240234,0.668176800031156,0.0835221000038945,668176.8000311559,83522.10000389449,15
16,10,0,11,12,60.0,10,50.0,0.8333333333333334,2020.8545614035088,794.2618899521531,0.8048911297103192,2.1815470843927813,2019.375,790.0,2022.0,797.625,3.625,8.625,1335.436767578125,1318.3797485351563,4.4414143782416025,0.44414143782416027,4441414.378241602,444141.43782416027,16
17,4,0,5,6,30.0,4,20.0,0.6666666666666666,96.5,1014.875,0.5,1.8157298807917437,96.0,1012.0,97.0,1017.0,2.0,6.0,1292.935791015625,1281.2979431152344,0.19652297709615116,0.04913074427403779,196522.97709615115,49130.74427403779,17
18,4,0,6,7,35.0,4,20.0,0.5714285714285714,1978.40625,1110.5416666666667,2.7476907918286586,0.23385358667336123,1974.875,1110.25,1981.875,1110.875,8.0,1.625,1318.7589111328125,1309.3526000976562,1.0612227926917466,0.26530569817293664,1061222.7926917465,265305.6981729366,20
19,25,0,25,26,130.0,25,125.0,0.9615384615384616,1950.6159999999998,1136.3466666666666,2.529196095380667,1.8422027877275424,1947.5,1131.0,1957.1666666666665,1140.0,10.666666666666515,10.0,1294.477783203125,1271.2769091796874,1.8865998421523567,0.07546399368609427,1886599.8421523566,75463.99368609427,21
20,40,0,49,50,250.0,40,200.0,0.8,1864.4485927440614,1394.4828844939782,2.7658598585176843,2.7642018439294462,1859.7884615384614,1389.8846153846152,1869.8636363636365,1400.15625,11.075174825175054,11.271634615384755,1344.1314697265625,1317.231234741211,14.188627468363297,0.35471568670908243,14188627.468363296,354715.68670908245,25
21,6,0,5,6,30.0,6,30.0,1.0,447.5222222222222,1397.6555555555558,0.688978488796781,1.9688939051854524,446.3333333333333,1395.5,448.0,1401.3333333333333,2.6666666666666856,6.8333333333332575,1338.716064453125,1304.4911702473958,0.9433106436279088,0.15721844060465148,943310.6436279089,157218.4406046515,26
22,33,0,35,36,180.0,33,165.0,0.9166666666666666,533.9171717171718,1424.139393939394,1.1943503710792112,1.974610809293501,531.5,1420.0,536.0,1427.5,5.5,8.5,1347.355224609375,1330.2355032256155,3.3015326794925373,0.10004644483310719,3301532.6794925374,100046.44483310719,29
23,44,0,45,46,230.0,44,220.0,0.9565217391304348,1363.0371250476664,1516.1156124145657,2.5877230093492596,2.951513781572666,1358.75,1509.25,1367.5,1522.9,9.75,14.650000000000091,1337.50244140625,1303.0854353471236,12.616400184066192,0.2867363678196862,12616400.184066191,286736.3678196862,31
24,40,0,49,50,250.0,40,200.0,0.8,1154.235462184874,1518.1098774509803,1.5042661929854007,2.036693040092311,1151.0,1514.25,1158.0,1523.0,8.0,9.75,1321.941162109375,1312.3198333740233,8.764820336168892,0.21912050840422231,8764820.336168893,219120.50840422232,32
25,13,0,24,25,125.0,13,65.0,0.52,1511.7692307692307,1573.4807692307693,1.8040060614705498,1.5946471108944522,1509.0,1570.0,1515.0,1576.0,7.0,7.0,1308.68212890625,1278.6487755408655,0.7860850290292545,0.0604680791560965,786085.0290292545,60468.0791560965,33
26,3,0,4,5,25.0,3,15.0,0.6,1974.5833333333333,1830.0833333333333,1.3591255358583407,1.296362432175337,1972.75,1828.25,1976.0,1831.0,4.25,3.75,1298.481689453125,1272.0493977864583,0.19652282337378704,0.06550760779126234,196522.82337378705,65507.607791262344,35
27,10,0,15,16,80.0,10,50.0,0.625,1318.705,1933.8933333333334,1.2341900177849434,1.6522409025320792,1316.0,1931.5,1320.5,1936.5,5.5,6.0,1319.825439453125,1304.0619873046876,1.3363534079482902,0.13363534079482903,1336353.4079482902,133635.34079482904,36
28,3,0,7,8,40.0,3,15.0,0.375,325.71944444444443,1968.0481481481481,0.8706195466802678,1.137332571075448,324.9,1966.5,326.925,1969.2,3.025000000000034,3.7000000000000455,1314.9417724609375,1310.1077473958333,1.297049204545676,0.4323497348485587,1297049.204545676,432349.7348485587,38
29,50,0,49,50,250.0,50,250.0,1.0,197.48,2023.506666666667,0.09797958971132711,0.07423685817107051,197.0,2023.3333333333333,197.5,2024.0,1.5,1.6666666666667425,1963.6666259765625,1638.0266284179688,3.9303711877211023,0.07860742375442205,3930371.1877211025,78607.42375442205,39
30,7,1,14,14,70.0,7,35.0,0.5,655.1904761904763,94.54761904761904,1.001699236569647,1.4439646857196486,654.0,93.0,657.0,97.0,4.0,5.0,1325.112060546875,1281.7982526506696,0.5895674324060669,0.08422391891515242,589567.4324060669,84223.91891515242,40
31,4,1,8,8,40.0,4,20.0,0.5,156.625,368.875,1.0825317547305484,1.5155444566227676,155.0,367.0,158.0,371.0,4.0,5.0,1278.00244140625,1268.310302734375,0.2358272573465913,0.058956814336647824,235827.2573465913,58956.814336647825,42
32,23,1,25,25,125.0,23,115.0,0.92,562.6722193748282,1143.5697927988463,2.088691485481765,2.209499826740559,558.0,1140.5,566.0,1147.9,9.0,8.400000000000091,1333.762939453125,1316.0999172044837,10.76932694654536,0.46823160637153743,10769326.94654536,468231.60637153743,43
