event_id,n_detections,frame_start,frame_end,total_lifetime_frames,total_lifetime_seconds,active_frames,active_seconds,duty_cycle,x_centroid,y_centroid,x_std,y_std,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width_px,bbox_height_px,peak_intensity,mean_intensity,total_area_Mm2,mean_detection_area_Mm2,total_area_km2,mean_detection_area_km2,original_cluster_id
1,50,0,49,50,250.0,50,250.0,1.0,197.48,2023.506666666667,0.09797958971132711,0.07423685817107051,197.0,2023.3333333333333,197.5,2024.0,1.5,1.6666666666667425,1963.6666259765625,1638.0266284179688,3.9303711877211023,0.07860742375442205,3930371.1877211025,78607.42375442205,0
2,3,0,2,3,15.0,3,15.0,1.0,256.2175925925926,168.7800925925926,0.9249300199680685,2.1974921210518756,255.11111111111111,166.0625,257.375,171.44444444444446,3.2638888888888857,6.381944444444457,1321.633056640625,1318.21728515625,1.4542708990587443,0.48475696635291476,1454270.8990587443,484756.96635291475,1
3,9,0,8,9,45.0,9,45.0,1.0,213.51181041181042,375.55085161751833,0.4917979876938894,1.474083514120629,212.5,373.54545454545456,214.0909090909091,378.2857142857143,2.5909090909090935,5.740259740259717,1312.744384765625,1309.5393608940972,3.419495404723173,0.37994393385813036,3419495.404723173,379943.93385813036,2
4,3,0,2,3,15.0,3,15.0,1.0,1565.798089921774,387.06305726437296,1.1831066002622084,1.9709725446731903,1564.1309523809525,384.4912280701754,1566.7545454545455,389.27976190476187,3.6235930735929287,5.788533834586474,1329.609619140625,1327.6045735677083,2.9871514348015222,0.9957171449338408,2987151.434801522,995717.1449338407,3
5,4,0,3,4,20.0,4,20.0,1.0,1225.4791666666667,670.3333333333334,1.0903220090107795,1.3385315336840842,1224.25,669.0,1227.0,672.5,3.75,4.5,1325.490478515625,1306.1282348632812,0.39304622321356864,0.09826155580339216,393046.2232135686,98261.55580339216,4
6,8,0,7,8,40.0,8,40.0,1.0,2020.5682017543859,795.0773624401913,0.6322997075194969,1.5407652994669903,2019.375,792.65,2021.3,797.625,2.9249999999999545,5.975000000000023,1335.436767578125,1327.3031158447266,4.362805817696975,0.5453507272121219,4362805.817696975,545350.7272121218,5
7,5,0,4,5,25.0,5,25.0,1.0,109.90828599636711,1045.7887493179655,1.0084756527772933,1.5058182534323616,108.88709677419355,1044.1451612903224,111.84375,1048.2142857142858,3.9566532258064484,5.069124423963331,1312.693603515625,1310.60556640625,6.485255515271108,1.2970511030542216,6485255.515271108,1297051.1030542215,6
8,3,0,2,3,15.0,3,15.0,1.0,1853.7760443921159,1161.1924821210534,0.7307755736969115,0.7399313144523758,1852.8265306122448,1160.3979591836735,1854.6041666666667,1162.179487179487,2.7776360544219187,2.781527995813576,1319.1441650390625,1318.5688069661458,5.384733361821686,1.7949111206072288,5384733.361821686,1794911.1206072287,7
9,4,0,3,4,20.0,4,20.0,1.0,461.2185120916447,1217.3131204533777,1.2968059317838823,2.19671620927534,459.32323232323233,1214.6409544950056,462.81687014428417,1220.1010101010104,4.493637821051834,6.460055606004744,1340.695068359375,1339.3045959472656,9.197277026295657,2.2993192565739142,9197277.026295656,2299319.256573914,8
10,25,0,24,25,125.0,25,125.0,1.0,1688.1860153701646,1290.798271989019,0.7198301182207192,1.9007863480887723,1686.03125,1287.157894736842,1689.142857142857,1294.5,4.11160714285711,8.342105263157919,1318.0859375,1311.3174853515625,11.083831057742076,0.44335324230968304,11083831.057742076,443353.24230968306,9
11,6,0,5,6,30.0,6,30.0,1.0,447.5222222222222,1397.6555555555558,0.688978488796781,1.9688939051854524,446.3333333333333,1395.5,448.0,1401.3333333333333,2.6666666666666856,6.8333333333332575,1338.716064453125,1304.4911702473958,0.9433106436279088,0.15721844060465148,943310.6436279089,157218.4406046515,10
12,15,0,14,15,75.0,15,75.0,1.0,1153.5745658263306,1517.0552287581702,0.8164017587320271,1.631810989754887,1152.25,1514.25,1154.8333333333333,1520.3,3.5833333333332575,7.0499999999999545,1321.93505859375,1317.2456380208334,5.384706459193592,0.35898043061290613,5384706.459193592,358980.4306129061,11
13,5,0,4,5,25.0,5,25.0,1.0,674.8042832416234,1938.335242450076,0.8575918014446485,2.216828255351956,673.3888888888889,1935.8636363636363,675.6818181818181,1942.111111111111,3.292929292929216,7.247474747474826,1327.260986328125,1325.09189453125,4.00906767958856,0.8018135359177119,4009067.6795885595,801813.5359177119,12
