event_id,n_detections,frame_start,frame_end,total_lifetime_frames,total_lifetime_seconds,active_frames,active_seconds,duty_cycle,x_centroid,y_centroid,x_std,y_std,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width_px,bbox_height_px,peak_intensity,mean_intensity,total_area_Mm2,mean_detection_area_Mm2,total_area_km2,mean_detection_area_km2,original_cluster_id
1,12,0,14,15,75.0,12,60.0,0.8,341.22936808561815,101.43290223665224,1.0544387045827632,1.6382134876548828,339.4166666666667,98.45238095238096,342.55,104.21666666666667,4.133333333333326,6.764285714285705,1344.284912109375,1326.1169738769531,4.677233526516441,0.3897694605430368,4677233.526516441,389769.4605430368,0
2,6,0,6,7,35.0,6,30.0,0.8571428571428571,960.7777777777777,680.4444444444445,1.1166528467912162,1.9759354715309783,959.6666666666666,677.5,963.0,683.0,4.333333333333371,6.5,1289.67529296875,1279.8992919921875,0.3930456851691808,0.06550761419486346,393045.6851691808,65507.61419486346,1
3,50,0,49,50,250.0,50,250.0,1.0,197.48,2023.506666666667,0.09797958971132711,0.07423685817107051,197.0,2023.3333333333333,197.5,2024.0,1.5,1.6666666666667425,1963.6666259765625,1638.0266284179688,3.9303711877211023,0.07860742375442205,3930371.1877211025,78607.42375442205,2
4,21,0,24,25,125.0,21,105.0,0.84,534.5113378684808,59.79563492063492,0.9170124520125381,1.8223836414318275,533.0,56.0,536.0,64.0,4.0,9.0,1356.856201171875,1324.1585460844494,2.711984616598783,0.12914212459994204,2711984.616598783,129142.12459994204,3
6,26,0,28,29,145.0,26,130.0,0.896551724137931,256.09337427642083,168.25376387838435,1.1978356043845537,1.7240020621065921,254.0,165.10526315789474,258.44444444444446,172.0,5.444444444444457,7.89473684210526,1321.633056640625,1309.180419921875,9.354420627383607,0.35978540874552334,9354420.627383608,359785.40874552337,5
7,33,0,33,34,170.0,33,165.0,0.9705882352941176,1551.5861122463393,288.51956078433346,1.8978201521707043,2.3587088443390516,1548.0,284.2307692307692,1556.0833333333335,293.25,9.083333333333485,10.019230769230774,1333.1536865234375,1323.5107976740057,9.39368559205228,0.2846571391530994,9393685.59205228,284657.13915309944,6
8,10,0,10,11,55.0,10,50.0,0.9090909090909091,213.46062937062933,375.3957664557665,0.49117636895229605,1.473802107646178,212.5,373.54545454545456,214.0909090909091,378.2857142857143,2.5909090909090935,5.740259740259717,1312.744384765625,1307.6121459960937,3.4587996849984703,0.34587996849984703,3458799.6849984704,345879.96849984705,7
9,4,0,4,5,25.0,4,20.0,0.8,1565.8750825928457,387.05865658464336,1.0332422440474656,1.7069293121971634,1564.1309523809525,384.4912280701754,1566.7545454545455,389.27976190476187,3.6235930735929287,5.788533834586474,1329.609619140625,1327.3474731445312,4.0483732282760165,1.0120933070690041,4048373.2282760167,1012093.3070690042,8
13,4,0,5,6,30.0,4,20.0,0.6666666666666666,96.5,1014.875,0.5,1.8157298807917437,96.0,1012.0,97.0,1017.0,2.0,6.0,1292.935791015625,1281.2979431152344,0.19652297709615116,0.04913074427403779,196522.97709615115,49130.74427403779,12
10,15,0,14,15,75.0,15,75.0,1.0,631.5347619047619,540.858783068783,2.6329991751013977,2.107389098031868,627.0,538.9166666666667,635.0,546.3,9.0,8.383333333333212,1337.9183349609375,1302.831876627604,2.712012095356612,0.18080080635710746,2712012.095356612,180800.80635710747,9
11,8,0,9,10,50.0,8,40.0,0.8,1225.6770833333335,670.6666666666667,0.8105612553108444,1.64147630029935,1224.25,668.5,1227.0,673.0,3.75,5.5,1325.490478515625,1305.8253021240234,0.668176800031156,0.0835221000038945,668176.8000311559,83522.10000389449,10
12,8,0,7,8,40.0,8,40.0,1.0,2020.5682017543859,795.0773624401913,0.6322997075194969,1.5407652994669903,2019.375,792.65,2021.3,797.625,2.9249999999999545,5.975000000000023,1335.436767578125,1327.3031158447266,4.362805817696975,0.5453507272121219,4362805.817696975,545350.7272121218,11
15,25,0,24,25,125.0,25,125.0,1.0,1688.1860153701646,1290.798271989019,0.7198301182207192,1.9007863480887723,1686.03125,1287.157894736842,1689.142857142857,1294.5,4.11160714285711,8.342105263157919,1318.0859375,1311.3174853515625,11.083831057742076,0.44335324230968304,11083831.057742076,443353.24230968306,16
14,22,0,24,25,125.0,22,110.0,0.88,1949.9651515151513,1136.6439393939393,1.8218296739491175,1.4689938961867746,1947.5,1134.0,1954.0,1140.0,7.5,7.0,1294.477783203125,1271.235146262429,1.650776351126099,0.07503528868754995,1650776.351126099,75035.28868754995,14
16,4,0,3,4,20.0,4,20.0,1.0,1863.2521306818182,1396.5589488636363,1.2599413802257262,2.4696416300814534,1861.15625,1393.8333333333333,1864.5,1400.15625,4.34375,7.3229166666667425,1335.552490234375,1333.1993103027344,3.262283010798332,0.815570752699583,3262283.0107983323,815570.7526995831,17
17,6,0,5,6,30.0,6,30.0,1.0,447.5222222222222,1397.6555555555558,0.688978488796781,1.9688939051854524,446.3333333333333,1395.5,448.0,1401.3333333333333,2.6666666666666856,6.8333333333332575,1338.716064453125,1304.4911702473958,0.9433106436279088,0.15721844060465148,943310.6436279089,157218.4406046515,18
23,20,0,20,21,105.0,20,100.0,0.9523809523809523,675.6882303113555,111.76195665445664,1.7751215195416938,2.160926098298565,673.0,108.0,678.8571428571428,115.0,6.857142857142776,8.0,1355.0693359375,1312.2656799316405,7.349873240343752,0.3674936620171876,7349873.240343751,367493.66201718757,28
18,31,0,30,31,155.0,31,155.0,1.0,1153.8629619589774,1518.0342504743835,1.0192306109120097,1.962773328921324,1152.25,1514.25,1157.8333333333333,1521.8,6.5833333333332575,8.549999999999955,1321.941162109375,1315.1573761970767,8.135972335462743,0.26245072049879814,8135972.3354627425,262450.7204987981,22
20,7,0,12,13,65.0,7,35.0,0.5384615384615384,1513.142857142857,1573.1785714285713,1.0251928638862375,1.7254103327401658,1512.0,1570.0,1515.0,1576.0,4.0,7.0,1305.5848388671875,1278.5409284319196,0.47165347705901817,0.06737906815128832,471653.47705901816,67379.06815128832,24
