frame,x,y,area_px,intensity,area_km2,track_id,lifetime_frames
51,652.7708333333334,510.0625,48.0,4581.8515625,1663277.9482299231,248,2
51,638.5,604.0,2.0,4012.931640625,69303.24784291346,251,1
51,678.5,542.0,2.0,4012.931640625,69303.24784291346,245,2
52,1401.0,937.5,2.0,4013.2978515625,69303.24784291346,250,4
52,195.0,125.875,8.0,5399.1533203125,277212.99137165386,244,3
52,260.65263157894736,1991.9052631578948,95.0,4981.837890625,3291904.2725383895,252,3
52,1215.5294117647059,6.588235294117647,17.0,7235.80224609375,589077.6066647645,240,4
52,1815.0,2027.0,1.0,3922.0390625,34651.62392145673,253,2
52,801.0,1169.0,1.0,3832.1552734375,34651.62392145673,254,1
53,1401.0,938.0,1.0,4105.486328125,34651.62392145673,250,4
53,748.0,511.0,1.0,3921.77734375,34651.62392145673,255,2
53,261.07865168539325,1992.9213483146068,89.0,4981.6005859375,3083994.529009649,252,3
53,1816.0,2027.5,2.0,4291.9931640625,69303.24784291346,253,2
53,719.0,1103.0,1.0,4013.1650390625,34651.62392145673,256,1
54,1455.0,350.0,1.0,3921.912109375,34651.62392145673,257,1
54,81.75,872.0,4.0,3921.912109375,138606.49568582693,258,1
54,748.0,511.0,1.0,3831.7568359375,34651.62392145673,255,2
54,1007.0,1012.0,1.0,4387.484375,34651.62392145673,259,1
54,1398.0,945.5,2.0,4012.9921875,69303.24784291346,250,4
54,1392.0,662.0,1.0,4105.458984375,34651.62392145673,260,1
54,261.43956043956047,1992.4395604395604,91.0,5085.1484375,3153297.7768525626,252,3
55,726.0,1130.0,1.0,3921.8427734375,34651.62392145673,261,1
56,1409.0,492.0,1.0,3831.7880859375,34651.62392145673,262,1
56,720.0,1106.0,1.0,3831.7880859375,34651.62392145673,263,1
56,390.125,1755.375,8.0,5085.1123046875,277212.99137165386,264,1
57,1400.0,939.0,1.0,3831.99609375,34651.62392145673,265,1
57,748.0,511.0,1.0,3831.99609375,34651.62392145673,266,1
57,261.5977011494253,1992.5862068965516,87.0,4981.9609375,3014691.2811667356,267,1
57,1562.0,317.0,1.0,3831.99609375,34651.62392145673,268,1
58,297.0,1287.0,1.0,3831.7880859375,34651.62392145673,269,8
59,263.5,1993.628205128205,78.0,4981.6005859375,2702826.6658736253,270,4
59,297.5,1288.5,2.0,3921.77734375,69303.24784291346,269,8
59,83.33333333333333,873.6666666666666,3.0,4105.486328125,103954.8717643702,271,1
59,812.0,1192.0,1.0,3831.7880859375,34651.62392145673,272,1
59,1333.0,1190.0,1.0,3921.77734375,34651.62392145673,273,1
59,1399.0,945.0,1.0,3921.77734375,34651.62392145673,274,2
60,262.8941176470588,1993.5764705882352,85.0,5085.1123046875,2945388.033323822,270,4
60,296.5,1288.25,4.0,4013.1650390625,138606.49568582693,269,8
60,1398.0,944.5,2.0,4105.486328125,69303.24784291346,274,2
60,57.0,818.0,1.0,4013.1650390625,34651.62392145673,275,1
60,1454.0,386.0,1.0,4013.1650390625,34651.62392145673,276,1
60,224.5,161.83333333333334,6.0,6284.8154296875,207909.7435287404,277,2
61,224.0,162.0,1.0,3831.931640625,34651.62392145673,277,2
61,666.0,972.0,1.0,3831.931640625,34651.62392145673,278,3
61,802.0,1192.0,1.0,3831.931640625,34651.62392145673,279,1
61,297.0,1287.0,1.0,4012.9658203125,34651.62392145673,269,8
61,1440.0,713.0,1.0,3921.7431640625,34651.62392145673,280,4
61,262.3953488372093,1992.9186046511627,86.0,5188.509765625,2980039.657245279,270,4
62,1440.0,711.0,1.0,4198.38671875,34651.62392145673,280,4
62,666.0,971.5,2.0,3921.861328125,69303.24784291346,278,3
62,1218.5,14.5,2.0,3832.15234375,69303.24784291346,281,1
62,718.3333333333334,1101.8333333333333,6.0,4105.4404296875,207909.7435287404,282,1
62,297.0,1286.0,1.0,3921.861328125,34651.62392145673,269,8
62,262.34939759036143,1992.3493975903614,83.0,4780.5703125,2876084.7854809086,270,4
62,85.0,878.5,2.0,3921.861328125,69303.24784291346,283,1
63,1397.0,943.0,1.0,3921.998046875,34651.62392145673,284,1
63,665.0,971.0,1.0,3831.99609375,34651.62392145673,278,3
63,1440.0,710.5,2.0,4387.392578125,69303.24784291346,280,4
63,296.0,1286.0,1.0,3831.99609375,34651.62392145673,269,8
63,792.0,1187.0,1.0,3831.99609375,34651.62392145673,285,1
64,730.4,2.8,5.0,6633.4091796875,173258.11960728368,286,2
64,1440.5,709.0,2.0,4292.302734375,69303.24784291346,280,4
64,684.5,573.0,2.0,3832.0849609375,69303.24784291346,287,1
64,296.5,1285.5,2.0,3921.6728515625,69303.24784291346,269,8
64,261.64102564102564,1990.9615384615386,78.0,4881.2177734375,2702826.6658736253,288,5
65,196.0,125.4,5.0,4292.2431640625,173258.11960728368,289,1
65,730.3333333333334,2.6666666666666665,3.0,4680.142578125,103954.8717643702,286,2
65,296.5,1286.0,2.0,3921.912109375,69303.24784291346,269,8
65,261.4025974025974,1992.3116883116884,77.0,4981.5849609375,2668175.0419521686,288,5
65,653.08,510.22,50.0,4582.126953125,1732581.1960728366,291,2
66,653.7608695652174,510.10869565217394,46.0,4680.1123046875,1593974.7003870097,291,2
66,1358.0,503.0,1.0,3831.755859375,34651.62392145673,293,1
66,262.05,1992.0875,80.0,4881.263671875,2772129.913716539,288,5
66,82.5,873.0,2.0,3831.755859375,69303.24784291346,294,1
67,262.8,1992.52,75.0,4881.2177734375,2598871.794109255,288,5
67,1216.0,1.5,2.0,4105.8505859375,69303.24784291346,295,2
68,653.9761904761905,509.3333333333333,42.0,4780.5068359375,1455368.2047011827,296,1
68,1216.0,0.5,2.0,4483.9228515625,69303.24784291346,295,2
68,262.11538461538464,1991.4358974358975,78.0,4981.9609375,2702826.6658736253,288,5
68,105.0,737.0,1.0,3831.99609375,34651.62392145673,297,1
68,96.25,894.5,4.0,4012.931640625,138606.49568582693,298,1
68,1022.0,956.0,3.0,4012.931640625,103954.8717643702,299,1
68,1171.5,34.0,2.0,4292.26171875,69303.24784291346,300,1
68,197.0,124.0,1.0,3831.99609375,34651.62392145673,301,1
69,793.5,1187.0,2.0,3831.7568359375,69303.24784291346,302,4
69,295.0,1286.0,1.0,3831.7568359375,34651.62392145673,303,2
69,607.0,1309.0,1.0,4105.763671875,34651.62392145673,304,2
70,546.0,745.0,1.0,4012.931640625,34651.62392145673,305,1
70,1039.5,624.5,2.0,4105.73046875,69303.24784291346,306,2
70,795.0,1187.0,1.0,3921.998046875,34651.62392145673,302,4
70,1444.0,1836.0,1.0,9201.2958984375,34651.62392145673,307,1
70,298.0,1285.0,4.0,3831.99609375,138606.49568582693,303,2
70,608.0,1309.0,1.0,3921.998046875,34651.62392145673,304,2
70,262.7567567567568,1992.527027027027,74.0,4679.7802734375,2564220.1701877983,308,4
70,40.25,921.0,4.0,4198.0634765625,138606.49568582693,309,1
71,1723.871794871795,399.8205128205128,39.0,7993.91796875,1351413.3329368127,310,4
71,794.0,1187.0,1.0,3831.822265625,34651.62392145673,302,4
71,1046.0,631.0,1.0,4013.16796875,34651.62392145673,306,2
71,1358.0,503.0,3.0,4013.16796875,103954.8717643702,311,1
71,199.0,125.0,1.0,4013.16796875,34651.62392145673,312,1
71,1218.7209302325582,8.581395348837209,43.0,8386.912109375,1490019.8286226394,313,2
71,263.7564102564103,1992.8846153846155,78.0,4881.203125,2702826.6658736253,308,4
72,262.72972972972974,1992.7297297297298,74.0,4780.361328125,2564220.1701877983,308,4
72,1314.0,545.0,1.0,3831.931640625,34651.62392145673,314,1
72,97.0,895.5,2.0,3831.931640625,69303.24784291346,315,1
72,793.5,1186.5,2.0,3831.931640625,69303.24784291346,302,4
72,725.0,1086.0,1.0,3921.7431640625,34651.62392145673,316,1
72,835.0,1200.0,1.0,3921.7431640625,34651.62392145673,317,1
72,297.5,1286.0,2.0,4105.5986328125,69303.24784291346,318,3
72,1218.6727272727273,8.4,55.0,6515.46484375,1905839.3156801204,313,2
72,1723.6315789473683,399.1842105263158,38.0,8255.7421875,1316761.709015356,310,4
73,1723.878787878788,398.4848484848485,33.0,9623.005859375,1143503.5894080722,310,4
73,542.0,748.0,1.0,3832.15234375,34651.62392145673,319,1
73,159.54455445544554,144.4950495049505,101.0,8255.6376953125,3499814.01606713,320,1
73,747.5,500.0,2.0,3921.861328125,69303.24784291346,321,1
73,297.6,1285.2,5.0,4012.95703125,173258.11960728368,318,3
73,262.76056338028167,1992.380281690141,71.0,4780.5703125,2460265.298423428,308,4
73,21.0,179.0,1.0,3832.15234375,34651.62392145673,322,1
73,1358.0,502.6666666666667,3.0,4105.4404296875,103954.8717643702,323,2
74,1357.0,503.0,1.0,4013.2978515625,34651.62392145673,323,2
74,1174.0,471.0,1.0,5293.2197265625,34651.62392145673,324,1
74,654.0,510.05405405405406,37.0,4780.517578125,1282110.0850938992,325,1
74,1723.09375,398.4375,32.0,9201.314453125,1108851.9654866154,310,4
74,297.0,1285.25,4.0,4387.5068359375,138606.49568582693,318,3
75,1315.0,561.0,1.0,3921.77734375,34651.62392145673,326,2
75,781.0,1161.0,3.0,4105.486328125,103954.8717643702,327,1
75,102.0,739.5,2.0,3921.77734375,69303.24784291346,328,1
75,1713.5,1943.0,4.0,5723.8974609375,138606.49568582693,329,5
75,197.0,124.0,1.0,3831.7880859375,34651.62392145673,330,1
76,1713.5,1942.75,4.0,4291.9794921875,138606.49568582693,329,5
76,717.5,1099.5,2.0,4013.1767578125,69303.24784291346,331,3
76,1215.0,5.0,1.0,4013.1767578125,34651.62392145673,332,1
76,1317.0,558.0,1.0,4013.1767578125,34651.62392145673,326,2
76,811.0,1191.0,1.0,3832.166015625,34651.62392145673,333,1
76,296.0,1284.5,2.0,4013.1767578125,69303.24784291346,334,1
76,332.0,2044.5,2.0,4105.796875,69303.24784291346,335,1
76,261.15492957746477,1992.1549295774648,71.0,4881.0849609375,2460265.298423428,336,3
77,1356.5,502.5,4.0,4198.2802734375,138606.49568582693,337,2
77,1715.5,1943.0,2.0,4780.3837890625,69303.24784291346,329,5
77,262.07142857142856,1992.7571428571428,70.0,4780.3837890625,2425613.6745019713,336,3
77,718.0,1099.5,2.0,4012.935546875,69303.24784291346,331,3
77,1313.0,499.0,1.0,3831.857421875,34651.62392145673,338,1
77,834.0,1199.0,1.0,3921.9228515625,34651.62392145673,339,1
78,262.7910447761194,1992.4328358208954,67.0,4881.376953125,2321658.802737601,336,3
78,1717.6666666666667,1942.5555555555557,9.0,5944.9375,311864.6152931106,329,5
78,719.0,1099.5,2.0,4105.4404296875,69303.24784291346,331,3
78,667.0,972.5,2.0,3832.15234375,69303.24784291346,340,1
78,1311.0,545.0,1.0,3832.15234375,34651.62392145673,341,1
78,685.6666666666666,574.3333333333334,3.0,4105.4404296875,103954.8717643702,342,3
78,1357.2222222222222,502.44444444444446,9.0,5399.28515625,311864.6152931106,337,2
78,1221.0,7.5,2.0,4012.95703125,69303.24784291346,343,1
79,782.0,1161.0,1.0,3832.1552734375,34651.62392145673,344,1
79,686.0,575.5,2.0,4013.2978515625,69303.24784291346,342,3
79,1721.0,1944.0,1.0,3832.1552734375,34651.62392145673,329,5
79,654.195652173913,511.04347826086956,46.0,4387.5068359375,1593974.7003870097,345,1
80,543.0,749.0,1.0,3921.751953125,34651.62392145673,346,1
80,813.0,1192.0,1.0,3832.1259765625,34651.62392145673,347,1
80,262.7910447761194,1993.2985074626865,67.0,4679.9794921875,2321658.802737601,348,1
80,296.0,1288.0,4.0,4105.5419921875,138606.49568582693,349,5
80,1500.0,401.0,1.0,12673.705078125,34651.62392145673,350,1
80,1357.0,503.0,1.0,3921.751953125,34651.62392145673,351,1
80,685.6666666666666,575.6666666666666,3.0,4198.193359375,103954.8717643702,342,3
80,719.0,1100.5,2.0,3832.1259765625,69303.24784291346,352,3
81,1582.0,419.0,1.0,3831.8525390625,34651.62392145673,353,1
81,96.0,897.0,1.0,3831.8525390625,34651.62392145673,354,2
81,718.0,1100.5,2.0,4013.01953125,69303.24784291346,352,3
81,1232.0,8.0,1.0,4013.01953125,34651.62392145673,355,2
81,294.0,1288.5,4.0,4105.6669921875,138606.49568582693,349,5
82,1357.0,502.5,2.0,3921.77734375,69303.24784291346,356,1
82,96.0,898.0,1.0,3831.7880859375,34651.62392145673,354,2
82,670.0,973.0,1.0,3921.77734375,34651.62392145673,357,4
82,685.6666666666666,575.6666666666666,3.0,4013.1650390625,103954.8717643702,358,1
82,1840.0,505.0,1.0,3831.7880859375,34651.62392145673,359,1
82,1233.0,7.5,2.0,3921.77734375,69303.24784291346,355,2
82,1412.0,686.0,1.0,4105.486328125,34651.62392145673,360,1
82,294.0,1288.5,4.0,4013.1650390625,138606.49568582693,349,5
82,790.0,1163.0,1.0,3831.7880859375,34651.62392145673,361,1
82,262.7361111111111,1993.3194444444443,72.0,4881.353515625,2494916.922344885,362,1
82,719.0,1100.0,1.0,3921.77734375,34651.62392145673,352,3
83,778.0,1171.0,1.0,3831.7880859375,34651.62392145673,363,1
83,670.0,976.5,2.0,3921.77734375,69303.24784291346,357,4
83,290.0,865.0,1.0,3831.7880859375,34651.62392145673,364,1
83,296.0,1289.0,1.0,3921.77734375,34651.62392145673,349,5
84,109.0,785.0,1.0,3831.7880859375,34651.62392145673,365,1
84,1726.5,366.5,2.0,3921.77734375,69303.24784291346,366,2
84,1750.0,409.0,1.0,3921.77734375,34651.62392145673,367,1
84,296.0,1286.0,1.0,3831.7880859375,34651.62392145673,349,5
84,719.0,1101.0,1.0,3831.7880859375,34651.62392145673,368,1
84,169.0,1614.0,1.0,4291.9931640625,34651.62392145673,369,1
84,670.3333333333334,976.3333333333334,3.0,3921.77734375,103954.8717643702,357,4
85,1726.5,366.0,2.0,3921.6728515625,69303.24784291346,366,2
85,291.0,864.5,2.0,4198.1669921875,69303.24784291346,370,1
85,914.0,668.0,1.0,3832.0849609375,34651.62392145673,371,1
85,686.0,576.0,3.0,4198.1669921875,103954.8717643702,372,1
85,666.0,974.0,1.0,3832.0849609375,34651.62392145673,357,4
85,786.0,1163.0,1.0,3832.0849609375,34651.62392145673,373,1
85,1837.0,501.0,1.0,3832.0849609375,34651.62392145673,374,2
86,1172.5,36.5,2.0,4013.1279296875,69303.24784291346,375,2
86,298.0,1284.0,1.0,3921.6845703125,34651.62392145673,376,2
86,719.0,1100.5,2.0,4105.4501953125,69303.24784291346,377,2
86,1836.0,499.0,1.0,3832.0,34651.62392145673,374,2
86,262.7260273972603,1993.6849315068494,73.0,4981.6337890625,2529568.5462663416,378,3
87,1714.0,1942.0,1.0,4581.9560546875,34651.62392145673,379,2
87,912.0,667.0,1.0,3831.85986328125,34651.62392145673,380,1
87,1420.0,652.5,2.0,4387.32373046875,69303.24784291346,381,1
87,718.0,1099.0,1.0,4013.00830078125,34651.62392145673,377,2
87,261.5432098765432,1992.2716049382716,81.0,5188.42333984375,2806781.537637995,378,3
87,22.0,189.0,1.0,3831.85986328125,34651.62392145673,382,3
87,1562.0,312.0,1.0,3831.85986328125,34651.62392145673,383,1
87,1724.0,365.0,1.0,3831.85986328125,34651.62392145673,385,1
87,1139.0,8.0,1.0,3831.85986328125,34651.62392145673,386,1
87,1171.0,34.833333333333336,6.0,4198.2607421875,207909.7435287404,375,2
87,293.0,1287.0,1.0,4013.00830078125,34651.62392145673,376,2
88,22.0,189.0,1.0,3921.751953125,34651.62392145673,382,3
88,1714.0,1942.0,1.0,3831.9638671875,34651.62392145673,379,2
88,815.5,1549.0,2.0,4484.189453125,69303.24784291346,387,3
88,789.0,1166.0,1.0,3831.9638671875,34651.62392145673,388,1
88,260.9375,1992.1625,80.0,5085.10693359375,2772129.913716539,378,3
88,1751.0,397.0,1.0,4105.603515625,34651.62392145673,389,1
89,24.0,189.5,2.0,4105.49462890625,69303.24784291346,382,3
89,816.5,1550.0,4.0,4679.81103515625,138606.49568582693,387,3
89,1840.0,506.0,1.0,3832.04248046875,34651.62392145673,390,1
90,1316.0,503.0,1.0,3831.8193359375,34651.62392145673,391,1
90,1235.0,6.5,2.0,4198.1298828125,69303.24784291346,392,1
90,723.0,1109.0,1.0,3921.68359375,34651.62392145673,393,1
90,95.0,900.0,1.0,3831.8193359375,34651.62392145673,394,1
90,296.0,1288.0,1.0,4013.1611328125,34651.62392145673,395,1
90,1726.0,370.0,1.0,3831.8193359375,34651.62392145673,396,1
90,814.5,1550.0,2.0,4013.1611328125,69303.24784291346,387,3
91,1225.0,2.0,1.0,3831.99853515625,34651.62392145673,397,1
92,1567.5,311.5,2.0,3921.77734375,69303.24784291346,398,1
92,1718.0,1943.0,1.0,5085.1123046875,34651.62392145673,399,1
92,715.0,534.0,1.0,4013.1650390625,34651.62392145673,400,1
92,263.3975903614458,1993.1566265060242,83.0,4881.353515625,2876084.7854809086,401,6
93,262.87654320987656,1992.3703703703704,81.0,4881.2587890625,2806781.537637995,401,6
93,818.5,1549.0,2.0,4198.388671875,69303.24784291346,402,2
93,163.5,1610.0,2.0,4387.484375,69303.24784291346,403,1
93,666.5,975.0,2.0,3831.7568359375,69303.24784291346,404,1
93,1335.0,491.0,1.0,3831.7568359375,34651.62392145673,405,1
93,299.0,1279.0,1.0,3831.7568359375,34651.62392145673,406,1
93,1224.888888888889,2.7777777777777777,9.0,5293.19921875,311864.6152931106,407,2
94,1399.8181818181818,940.1818181818181,11.0,4679.91259765625,381167.86313602404,408,3
94,1224.25,3.5,4.0,4198.2470703125,138606.49568582693,407,2
94,1717.0,1943.0,1.0,4387.5703125,34651.62392145673,409,1
94,818.0,1549.5,2.0,4013.2001953125,69303.24784291346,402,2
94,262.3414634146341,1992.841463414634,82.0,4780.599609375,2841433.161559452,401,6
94,54.55522807017544,713.0400561403509,35625.0,11403.400390625,1234464102.2018962,410,1
95,721.0,1110.0,1.0,3831.8994140625,34651.62392145673,411,1
95,1400.5833333333333,941.6666666666666,12.0,4680.06689453125,415819.4870574808,408,3
95,742.0,500.0,1.0,3831.8994140625,34651.62392145673,412,1
95,263.1794871794872,1994.5897435897436,78.0,4881.25830078125,2702826.6658736253,401,6
95,4.75,189.0,4.0,4013.2294921875,138606.49568582693,413,5
95,151.0,1610.0,1.0,4013.2294921875,34651.62392145673,414,1
96,1334.0,495.0,1.0,3831.90625,34651.62392145673,415,1
96,263.43373493975906,1993.3855421686746,83.0,4780.5849609375,2876084.7854809086,401,6
96,298.0,1287.0,1.0,3831.90625,34651.62392145673,416,2
96,1400.9,940.5,10.0,4387.5068359375,346516.23921456735,408,3
96,92.5,887.0,4.0,4780.5849609375,138606.49568582693,417,1
96,1421.0,656.0,1.0,3831.90625,34651.62392145673,418,1
96,1230.5,18.0,2.0,4013.01171875,69303.24784291346,419,8
96,5.333333333333333,188.5,6.0,3921.986328125,207909.7435287404,413,5
96,104.0,450.0,1.0,3831.90625,34651.62392145673,420,1
97,5.5,187.66666666666666,6.0,4198.326171875,207909.7435287404,413,5
97,672.0,976.0,1.0,4013.1884765625,34651.62392145673,421,2
97,723.0,1107.0,1.0,3832.0224609375,34651.62392145673,422,1
97,298.5,1286.0,2.0,3832.0224609375,69303.24784291346,416,2
97,1719.0,1943.0,1.0,3832.0224609375,34651.62392145673,423,1
97,263.6279069767442,1993.1627906976744,86.0,4780.62353515625,2980039.657245279,401,6
97,1230.5,17.0,2.0,3921.841796875,69303.24784291346,419,8
98,1418.0,649.0,3.0,3921.73291015625,103954.8717643702,424,1
98,725.5,526.5,2.0,3921.73291015625,69303.24784291346,425,2
98,672.0,976.0,1.0,4198.2080078125,34651.62392145673,421,2
98,4.555555555555555,188.11111111111111,9.0,4387.31982421875,311864.6152931106,413,5
98,1230.3333333333333,17.333333333333332,3.0,4292.2373046875,103954.8717643702,419,8
99,1141.0,8.0,5.0,4198.177734375,173258.11960728368,426,3
99,1205.3333333333333,125.33333333333333,3.0,3921.7158203125,103954.8717643702,427,2
99,3.25,185.75,8.0,4105.763671875,277212.99137165386,413,5
99,723.0,523.5,2.0,3831.90478515625,69303.24784291346,425,2
99,542.2,748.6,5.0,4105.763671875,173258.11960728368,428,1
99,1187.5,791.5,4.0,4292.154296875,138606.49568582693,429,2
99,261.64367816091954,1991.1954022988505,87.0,4881.263671875,3014691.2811667356,430,2
99,720.5,1106.0,2.0,3921.7158203125,69303.24784291346,431,1
99,1228.3333333333333,15.666666666666666,3.0,4292.154296875,103954.8717643702,419,8
100,1228.0,16.75,4.0,4292.07177734375,138606.49568582693,419,8
100,1140.25,8.25,4.0,4483.88623046875,138606.49568582693,426,3
100,1346.25,706.25,4.0,3921.986328125,138606.49568582693,432,2
100,104.0,767.0,1.0,3831.90625,34651.62392145673,433,1
100,1186.6666666666667,792.3333333333334,3.0,4387.5068359375,103954.8717643702,429,2
100,670.0,976.0,1.0,4013.01171875,34651.62392145673,434,7
100,832.5,1197.5,2.0,3921.986328125,69303.24784291346,435,1
100,1205.0,126.25,4.0,4292.07177734375,138606.49568582693,427,2
100,1416.0,645.0,1.0,3831.90625,34651.62392145673,436,1
100,297.0,1285.0,1.0,3921.986328125,34651.62392145673,437,1
100,261.08988764044943,1991.9662921348315,89.0,4881.05908203125,3083994.529009649,430,2
101,671.6666666666666,976.3333333333334,3.0,3921.8623046875,103954.8717643702,434,7
101,722.0,1108.0,3.0,4387.26416015625,103954.8717643702,438,2
101,95.0,891.0,1.0,3831.96240234375,34651.62392145673,439,1
101,1348.0,708.0,1.0,3831.96240234375,34651.62392145673,432,2
101,1336.0,1316.5,2.0,4387.26416015625,69303.24784291346,440,2
101,644.5,605.0,2.0,3831.96240234375,69303.24784291346,441,1
101,1401.75,940.75,4.0,4013.06005859375,138606.49568582693,442,1
101,4.818181818181818,188.0909090909091,11.0,4483.9794921875,381167.86313602404,443,2
101,1230.75,18.0,4.0,4292.17138671875,138606.49568582693,419,8
101,1142.3333333333333,10.333333333333334,3.0,4483.9794921875,103954.8717643702,426,3
101,543.5,749.0,2.0,4013.06005859375,69303.24784291346,444,1
101,654.575,511.425,40.0,4387.26416015625,1386064.9568582694,445,1
102,1337.0,1318.0,1.0,3832.0341796875,34651.62392145673,440,2
102,262.9886363636364,1993.6704545454545,88.0,4881.1884765625,3049342.9050881923,446,5
102,1718.0,1944.0,1.0,3832.0341796875,34651.62392145673,447,2
102,722.6666666666666,1108.3333333333333,6.0,4198.3544921875,207909.7435287404,438,2
102,672.3333333333334,976.6666666666666,3.0,4012.94482421875,103954.8717643702,434,7
102,4.8,188.33333333333334,15.0,4680.03369140625,519774.35882185097,443,2
102,1230.6666666666667,18.333333333333332,3.0,4198.3544921875,103954.8717643702,419,8
103,263.20454545454544,1993.1363636363637,88.0,4880.9873046875,3049342.9050881923,446,5
103,1231.5,18.0,4.0,4013.02734375,138606.49568582693,419,8
103,803.3333333333334,1171.3333333333333,3.0,4013.02734375,103954.8717643702,448,1
103,1146.0,1468.0,1.0,3921.96484375,34651.62392145673,449,2
103,1719.0,1943.0,1.0,4105.73046875,34651.62392145673,447,2
103,672.5,976.0,2.0,4013.02734375,69303.24784291346,434,7
103,714.0,534.5,2.0,4013.02734375,69303.24784291346,450,1
104,671.0,975.6666666666666,3.0,4012.9345703125,103954.8717643702,434,7
104,1145.0,1467.0,1.0,5615.16796875,34651.62392145673,449,2
104,722.25,1107.0,4.0,4198.2763671875,138606.49568582693,451,7
104,544.0,748.0,1.0,4105.8310546875,34651.62392145673,452,1
104,644.0,605.5,2.0,3832.103515625,69303.24784291346,453,1
104,1562.0,312.0,1.0,3832.103515625,34651.62392145673,454,1
104,262.3875,1992.35,80.0,4881.017578125,2772129.913716539,446,5
104,4.105263157894737,186.73684210526315,19.0,4582.037109375,658380.854507678,455,4
105,1720.7142857142858,1944.7142857142858,7.0,7359.5078125,242561.3674501971,456,3
105,295.25,1287.3333333333333,12.0,4292.3115234375,415819.4870574808,457,1
105,219.0,1901.5,2.0,4581.8095703125,69303.24784291346,458,1
105,1127.0,805.0,1.0,3922.00390625,34651.62392145673,459,1
105,4.0,188.0,16.0,4581.8095703125,554425.9827433077,455,4
105,722.0,1108.25,4.0,4198.1650390625,138606.49568582693,451,7
105,654.6842105263158,509.42105263157896,38.0,4292.3115234375,1316761.709015356,460,1
105,671.6666666666666,977.0,3.0,3922.00390625,103954.8717643702,434,7
105,1218.4285714285713,10.714285714285714,7.0,6056.37109375,242561.3674501971,461,2
105,262.45348837209303,1993.8488372093022,86.0,4881.11572265625,2980039.657245279,446,5
106,163.75,149.875,8.0,4484.0234375,277212.99137165386,462,4
106,4.866666666666666,187.6,15.0,4484.0234375,519774.35882185097,455,4
106,646.0,606.5,2.0,4105.69189453125,69303.24784291346,463,1
106,672.0,976.0,1.0,4105.69189453125,34651.62392145673,434,7
106,723.6,1108.2,5.0,4292.24658203125,173258.11960728368,451,7
106,1332.0,500.0,1.0,3831.80712890625,34651.62392145673,464,1
106,1561.0,318.0,1.0,3831.80712890625,34651.62392145673,465,1
106,1367.5,732.5,4.0,5833.716796875,138606.49568582693,466,1
106,1722.8333333333333,1944.6666666666667,6.0,6751.40380859375,207909.7435287404,456,3
106,264.1264367816092,1993.3218390804598,87.0,4981.8896484375,3014691.2811667356,446,5
106,693.0,65.0,1.0,3831.80712890625,34651.62392145673,467,2
106,1220.0,11.2,10.0,5833.716796875,346516.23921456735,461,2
107,687.5333333333333,575.0,15.0,5188.451171875,519774.35882185097,468,3
107,545.0,749.5,2.0,4105.755859375,69303.24784291346,469,1
107,656.078947368421,508.44736842105266,38.0,4483.98291015625,1316761.709015356,470,1
107,714.0,534.0,1.0,3832.0615234375,34651.62392145673,471,1
107,102.0,467.0,1.0,3832.0615234375,34651.62392145673,472,1
107,4.125,187.3125,16.0,4387.31884765625,554425.9827433077,455,4
107,692.0,64.5,2.0,4292.0595703125,69303.24784291346,467,2
107,163.22222222222223,149.55555555555554,9.0,4105.755859375,311864.6152931106,462,4
107,1404.2307692307693,944.0,13.0,4105.755859375,450471.11097893753,473,1
107,723.3333333333334,1107.6666666666667,3.0,4387.31884765625,103954.8717643702,451,7
107,1722.0,1944.3333333333333,3.0,5188.451171875,103954.8717643702,456,3
107,295.77777777777777,1287.5,18.0,4387.31884765625,623729.2305862212,474,1
108,723.5,1107.5,4.0,4013.19091796875,138606.49568582693,451,7
108,646.0,605.5,2.0,4013.19091796875,69303.24784291346,475,1
108,263.9130434782609,1992.8369565217392,92.0,5085.22509765625,3187949.4007740193,476,5
108,619.0,393.0,3.0,6871.09912109375,103954.8717643702,477,2
108,1211.5,137.0,2.0,3921.72900390625,69303.24784291346,478,1
108,687.3333333333334,574.4666666666667,15.0,5188.34765625,519774.35882185097,468,3
108,163.0,148.375,8.0,4105.74560546875,277212.99137165386,462,4
109,722.5,1107.0,2.0,4292.0595703125,69303.24784291346,451,7
109,1331.0,497.0,1.0,4013.02587890625,34651.62392145673,479,1
109,714.0,534.0,1.0,3921.9814453125,34651.62392145673,480,1
109,1451.0,690.0,1.0,3921.9814453125,34651.62392145673,481,1
109,686.5882352941177,573.5882352941177,17.0,5188.451171875,589077.6066647645,468,3
109,619.2,391.6,5.0,5506.5439453125,173258.11960728368,477,2
109,2.75,185.91666666666666,12.0,4387.31884765625,415819.4870574808,482,2
109,162.125,147.75,8.0,4013.02587890625,277212.99137165386,462,4
109,263.0125,1992.2125,80.0,4981.916015625,2772129.913716539,476,5
110,1560.0,315.0,1.0,3831.81982421875,34651.62392145673,483,1
110,3.1538461538461537,186.53846153846155,13.0,4198.341796875,450471.11097893753,482,2
110,654.7428571428571,507.37142857142857,35.0,4292.291015625,1212806.8372509857,484,1
110,1735.5,409.0,2.0,3831.81982421875,69303.24784291346,485,1
110,722.3333333333334,1107.3333333333333,3.0,4013.13623046875,103954.8717643702,451,7
110,262.25581395348837,1992.6860465116279,86.0,4881.1201171875,2980039.657245279,476,5
