event_id,n_detections,frame_start,frame_end,lifetime_frames,lifetime_seconds,x_centroid,y_centroid,x_std,y_std,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width_px,bbox_height_px,peak_intensity,mean_intensity,total_area_Mm2,mean_area_Mm2,total_area_km2,mean_area_km2,original_cluster_id
1,5,0,9,10,100.0,1689.0,168.6,0.8944271909999159,1.2409673645990857,1688.0,167.0,1690.0,170.5,3.0,4.5,979.998046875,893.481103515625,0.11128109049919267,0.022256218099838534,111281.09049919267,22256.218099838534,5
2,12,0,7,8,80.0,169.5456504362834,176.88004772176768,2.2973731601783687,5.305154591562191,166.72727272727275,167.0,174.0,186.0,8.272727272727252,20.0,1017.5595703125,904.8726603190104,1.4219181131147502,0.11849317609289585,1421918.1131147502,118493.17609289585,6
3,26,0,11,12,120.0,770.8219968035186,460.1908912645326,10.297596453757947,6.648109619298995,754.0,441.0,784.0,476.0,31.0,36.0,1095.0439453125,877.1822603665865,3.832994495671376,0.14742286521812986,3832994.495671376,147422.86521812985,11
4,19,0,18,19,190.0,761.5275439472807,539.6594970818655,7.265072634155079,4.523165244211354,738.0,529.0,767.1923076923077,545.0,30.192307692307736,17.0,5599.9892578125,1652.0287057976973,1.8423595023977861,0.09696628959988347,1842359.5023977861,96966.28959988347,12
5,18,0,10,11,110.0,1926.9535841019908,661.359484905073,2.960818242492873,11.563535123333628,1919.0,643.7254901960785,1933.0,673.6111111111112,15.0,30.885620915032746,1135.0126953125,902.3553263346354,4.550147344763731,0.25278596359798505,4550147.344763732,252785.96359798504,15
6,11,0,8,9,90.0,1928.402417027417,733.7274531024531,2.409731199109435,5.448764653326707,1926.5,727.0,1934.5,745.0,9.0,19.0,871.18701171875,830.3245738636364,0.6800512030784178,0.06182283664349253,680051.2030784178,61822.83664349253,16
7,6,0,12,13,130.0,276.9131388253242,756.295035596237,0.8333516007140641,1.41962021273834,275.9130434782609,754.0,278.0,758.695652173913,3.0869565217391255,5.695652173913004,979.998046875,872.3044230143229,0.6676805811541038,0.1112800968590173,667680.5811541037,111280.0968590173,17
24,4,0,4,5,50.0,635.875,1949.75,1.1388041973930374,0.82915619758885,634.5,1949.0,637.0,1951.0,3.5,3.0,836.271240234375,810.6675415039062,0.06182252047987961,0.015455630119969902,61822.520479879604,15455.630119969901,51
16,11,0,10,11,110.0,1723.4436766311765,1248.134009009009,7.858894191805923,2.2476406001093476,1711.0,1245.0,1733.25,1252.5,23.25,8.5,2190.9697265625,1089.0443226207387,1.3601426499845695,0.12364933181677905,1360142.6499845695,123649.33181677904,33
23,9,0,8,9,90.0,863.0462962962963,1944.537037037037,2.7652805293560454,1.309457002197305,858.0,1942.0,867.0,1946.0,10.0,5.0,906.63427734375,813.7518717447916,0.28438761139228924,0.031598623488032135,284387.6113922892,31598.623488032135,50
