event_id,n_detections,frame_start,frame_end,total_lifetime_frames,total_lifetime_seconds,active_frames,active_seconds,duty_cycle,x_centroid,y_centroid,x_std,y_std,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width_px,bbox_height_px,peak_intensity,mean_intensity,total_area_Mm2,mean_detection_area_Mm2,total_area_km2,mean_detection_area_km2,original_cluster_id
1,50,0,49,50,250.0,50,250.0,1.0,197.48,2023.506666666667,0.09797958971132711,0.07423685817107051,197.0,2023.3333333333333,197.5,2024.0,1.5,1.6666666666667425,1963.6666259765625,1638.0266284179688,3.9303711877211023,0.07860742375442205,3930371.1877211025,78607.42375442205,0
2,10,0,10,11,55.0,10,50.0,0.9090909090909091,213.46062937062933,375.3957664557665,0.49117636895229605,1.473802107646178,212.5,373.54545454545456,214.0909090909091,378.2857142857143,2.5909090909090935,5.740259740259717,1312.744384765625,1307.6121459960937,3.4587996849984703,0.34587996849984703,3458799.6849984704,345879.96849984705,1
3,4,0,3,4,20.0,4,20.0,1.0,1225.4791666666667,670.3333333333334,1.0903220090107795,1.3385315336840842,1224.25,669.0,1227.0,672.5,3.75,4.5,1325.490478515625,1306.1282348632812,0.39304622321356864,0.09826155580339216,393046.2232135686,98261.55580339216,2
4,25,0,24,25,125.0,25,125.0,1.0,1688.1860153701646,1290.798271989019,0.7198301182207192,1.9007863480887723,1686.03125,1287.157894736842,1689.142857142857,1294.5,4.11160714285711,8.342105263157919,1318.0859375,1311.3174853515625,11.083831057742076,0.44335324230968304,11083831.057742076,443353.24230968306,4
6,4,0,4,5,25.0,4,20.0,0.8,960.1666666666666,680.5416666666666,0.5000000000000094,1.4306903927824655,959.6666666666666,678.1666666666666,961.0,682.0,2.3333333333333712,4.833333333333371,1289.67529296875,1279.104736328125,0.2751323062951783,0.06878307657379458,275132.3062951783,68783.07657379458,6
5,4,1,4,4,20.0,4,20.0,1.0,655.3333333333334,94.20833333333333,0.456435464587628,1.1748226816559746,654.8333333333334,93.0,656.0,96.0,2.1666666666666288,4.0,1325.112060546875,1293.234619140625,0.4716548221605426,0.11791370554013565,471654.8221605426,117913.70554013565,5
7,7,1,7,7,35.0,7,35.0,1.0,2020.7386591478698,794.7134142173616,0.4737845914113045,1.2858569330482903,2019.6842105263158,792.65,2021.3,796.0526315789474,2.615789473684117,4.402631578947421,1329.352294921875,1326.1411655970983,3.7339311840860065,0.5334187405837152,3733931.1840860066,533418.7405837151,7
8,5,1,5,5,25.0,5,25.0,1.0,447.76000000000005,1396.92,0.4799999999999954,1.1855800268222887,446.8,1395.5,448.0,1398.6,2.1999999999999886,4.099999999999909,1326.1796875,1297.64619140625,0.5895686622217393,0.11791373244434786,589568.6622217393,117913.73244434786,8
9,30,1,30,30,150.0,30,150.0,1.0,1153.9167273576097,1517.958725490196,0.9918903561888146,1.9504026229862157,1152.75,1514.25,1157.8333333333333,1521.8,6.0833333333332575,8.549999999999955,1321.941162109375,1315.3410807291666,7.860839683257943,0.26202798944193145,7860839.683257943,262027.98944193145,11
10,5,1,5,5,25.0,5,25.0,1.0,259.3172355276717,1583.1748535794388,1.4818873889122945,1.3093739537110314,257.3125,1581.9791666666667,261.46153846153845,1585.4326923076924,5.149038461538453,4.453525641025635,1339.4842529296875,1332.83388671875,9.47239461307721,1.894478922615442,9472394.61307721,1894478.922615442,12
11,7,1,7,7,35.0,7,35.0,1.0,1319.0785714285714,1933.704761904762,0.9862834795538349,1.5260883258289186,1317.0,1931.5,1320.5,1935.5,4.5,5.0,1319.825439453125,1308.6663992745537,1.0612222930250959,0.15160318471787085,1061222.293025096,151603.18471787084,13
