track_id,first_frame,last_frame,lifespan_frames,n_detections,detection_rate,mean_x,mean_y,mean_area_px,mean_intensity,max_intensity,mean_area_km2,lifespan_seconds
160,0,4,5,4,0.8,125.95347222222223,851.9173611111112,10.5,2266.5517578125,2388.3623046875,363842.0511752957,0.25
161,0,3,4,3,0.75,131.1,849.7285714285714,5.333333333333333,2272.2952473958335,2388.0478515625,184808.6609144359,0.2
163,0,3,4,3,0.75,893.6111111111112,846.7407407407408,8.0,2415.0836588541665,2605.755859375,277212.99137165386,0.2
164,0,2,3,3,1.0,873.9722222222223,831.8611111111112,12.0,2507.5953776041665,2531.779296875,415819.4870574808,0.15
166,0,5,6,5,0.8333333333333334,1207.5842857142857,825.8100000000001,5.2,2250.31953125,2459.3740234375,180188.444391575,0.3
171,0,2,3,3,1.0,1216.7113289760348,816.4183006535949,15.666666666666666,2605.705078125,2605.755859375,542875.4414361555,0.15
173,0,2,3,2,0.6666666666666666,1289.1,807.65,4.5,2180.97216796875,2248.6591796875,155932.3076465553,0.15
174,0,3,4,3,0.75,1247.0333333333333,798.3000000000001,5.0,2272.7451171875,2388.0478515625,173258.11960728365,0.2
176,0,2,3,3,1.0,1228.717086834734,910.9495798319327,10.333333333333334,2272.3837890625,2388.3623046875,358066.78052171954,0.15
177,0,2,3,3,1.0,934.447619047619,910.552380952381,5.666666666666667,2180.2620442708335,2180.5263671875,196359.20222158814,0.15
179,0,2,3,3,1.0,955.8055555555555,906.0555555555555,5.333333333333333,2203.5345052083335,2248.6591796875,184808.6609144359,0.15
182,0,8,9,6,0.6666666666666666,900.4716269841269,901.910119047619,6.666666666666667,2340.9002278645835,2388.3623046875,231010.8261430449,0.45
186,0,2,3,2,0.6666666666666666,912.1333333333333,879.1166666666667,5.5,2214.4189453125,2248.7080078125,190583.93156801205,0.15
192,0,8,9,8,0.8888888888888888,1518.8241250168594,945.1568487290741,20.375,2406.04248046875,2459.3740234375,706026.837399681,0.45
195,0,5,6,4,0.6666666666666666,1424.5682539682539,945.2571428571429,6.5,2197.634765625,2317.1884765625,225235.5554894688,0.3
197,0,2,3,2,0.6666666666666666,1408.125,934.125,4.0,2113.14208984375,2113.28515625,138606.49568582693,0.15
205,0,7,8,5,0.625,983.8511111111111,917.2338888888887,6.0,2207.6578125,2248.7080078125,207909.7435287404,0.4
206,0,5,6,6,1.0,846.4267195767196,917.59708994709,6.833333333333333,2412.2021484375,2531.779296875,236786.09679662102,0.3
208,0,2,3,2,0.6666666666666666,1023.125,982.375,4.0,2282.9482421875,2317.1884765625,138606.49568582693,0.15
212,0,4,5,5,1.0,904.050606060606,971.7224675324675,9.4,2518.145703125,2605.755859375,325725.26486169326,0.25
217,0,3,4,3,0.75,1286.1403805020825,965.7562197455815,35.333333333333336,2248.6754557291665,2248.7080078125,1224357.3785581377,0.2
218,0,19,20,16,0.8,910.875991701206,971.5708195015446,38.3125,2415.7344970703125,2605.662109375,1327590.3414908112,1.0
221,0,5,6,4,0.6666666666666666,1152.3327838827838,955.1400183150183,9.0,2180.6015625,2248.6591796875,311864.6152931106,0.3
224,0,2,3,3,1.0,635.540404040404,1051.8232323232323,11.333333333333334,2295.1383463541665,2388.0478515625,392718.4044431763,0.15
225,0,3,4,4,1.0,388.3866071428571,1051.725892857143,6.25,2214.49365234375,2317.1884765625,216572.64950910458,0.2
226,0,2,3,2,0.6666666666666666,633.6,1048.05,5.5,2180.853515625,2248.7080078125,190583.93156801205,0.15
228,0,18,19,15,0.7894736842105263,388.127312235632,1049.405945045864,13.533333333333333,2305.5250651041665,2605.4609375,468951.97707038117,0.95
230,0,5,6,6,1.0,960.4488215488215,1027.9047138047138,9.333333333333334,2307.05712890625,2388.3623046875,323415.1566002629,0.3
237,0,4,5,5,1.0,668.2428571428571,993.6133333333333,9.4,2403.8087890625,2605.603515625,325725.26486169326,0.25
243,0,28,29,21,0.7241379310344828,759.0111755890694,1145.2095488553666,17.571428571428573,2406.0741257440477,2605.5068359375,608878.5346198825,1.45
248,0,2,3,3,1.0,741.112962962963,1099.1777777777777,6.0,2227.154296875,2388.0478515625,207909.7435287404,0.15
252,0,3,4,3,0.75,1282.3055555555557,1066.6944444444446,5.333333333333333,2112.9990234375,2112.9990234375,184808.6609144359,0.2
254,0,2,3,2,0.6666666666666666,1287.4,1061.05,7.5,2214.5927734375,2248.6591796875,259887.1794109255,0.15
259,0,2,3,2,0.6666666666666666,315.21428571428567,1281.142857142857,7.0,2248.857421875,2317.1884765625,242561.3674501971,0.15
260,0,11,12,9,0.75,309.30363237887747,1276.1016567401373,12.777777777777779,2342.7746310763887,2605.662109375,442770.7501075027,0.6
263,0,4,5,5,1.0,736.7799684186782,1269.8450654184526,34.2,2416.639453125,2459.3740234375,1185085.5381138201,0.25
264,0,8,9,6,0.6666666666666666,677.2539321789322,1254.6588744588744,6.5,2226.7649739583335,2388.0478515625,225235.55548946877,0.45
265,0,10,11,10,0.9090909090909091,683.4555979171471,1253.3340032116098,34.2,2417.22060546875,2531.9873046875,1185085.5381138201,0.55
273,0,7,8,7,0.875,1528.8127917833801,374.5638422035481,7.142857142857143,2161.698800223214,2248.6591796875,247511.59943897667,0.4
275,0,9,10,10,1.0,1701.342056277056,342.18478188478184,11.7,2285.10048828125,2531.9873046875,405423.9998810437,0.5
276,0,4,5,5,1.0,1873.077857142857,338.055,5.8,2234.9728515625,2317.1884765625,200979.41874444904,0.25
278,0,2,3,2,0.6666666666666666,44.04166666666667,338.04166666666663,5.0,2146.7626953125,2180.5263671875,173258.11960728368,0.15
284,0,3,4,4,1.0,593.2111111111111,1399.0249999999999,12.0,2249.3203125,2388.3623046875,415819.48705748084,0.2
286,0,35,36,27,0.75,662.455323024145,1312.1865421331895,11.88888888888889,2329.461552372685,2531.92578125,411969.30662176333,1.8
290,0,8,9,6,0.6666666666666666,1318.6663900913902,118.70925925925927,9.666666666666666,2472.1007486979165,2605.755859375,334965.6979074151,0.45
293,0,5,6,6,1.0,1322.3055555555554,113.15000000000002,10.5,2283.39306640625,2388.0478515625,363842.05117529567,0.3
294,0,4,5,3,0.6,1318.25,110.0,4.666666666666667,2342.6220703125,2459.3740234375,161707.57830013143,0.25
299,0,3,4,3,0.75,1250.051851851852,387.61851851851844,9.666666666666666,2157.8483072916665,2180.1298828125,334965.6979074151,0.2
300,0,17,18,16,0.8888888888888888,1663.80274194077,388.7268955977927,34.4375,2402.906768798828,2605.5068359375,1193315.2987951662,0.9
302,0,2,3,2,0.6666666666666666,1303.181818181818,381.1136363636364,7.5,2180.328125,2180.5263671875,259887.17941092548,0.15
304,0,4,5,4,0.8,41.29553571428571,169.31964285714287,9.25,2370.571044921875,2459.3740234375,320527.5212734748,0.25
307,0,4,5,3,0.6,347.57101449275365,156.59992567818654,45.0,2340.865234375,2388.0478515625,1559323.076465553,0.25
310,0,9,10,7,0.7,56.032936507936505,145.41587301587302,7.0,2229.3102678571427,2317.1884765625,242561.36745019717,0.5
315,0,3,4,3,0.75,1902.079365079365,327.3174603174603,6.666666666666667,2135.5081380208335,2180.5263671875,231010.82614304486,0.2
316,0,4,5,5,1.0,1870.1912392549311,326.712612852264,34.2,2374.0951171875,2459.3740234375,1185085.5381138201,0.25
317,0,4,5,4,0.8,1248.8238095238094,123.93333333333334,7.0,2265.846435546875,2317.359375,242561.3674501971,0.25
319,0,4,5,4,0.8,1836.5934319425444,126.01324726402189,41.75,2265.846435546875,2317.359375,1446705.2987208185,0.25
320,0,8,9,7,0.7777777777777778,1330.9126236858378,85.81322665429809,16.714285714285715,2278.4479631696427,2388.3623046875,579177.1426872055,0.45
321,0,4,5,3,0.6,1335.6025641025642,78.97435897435896,7.0,2295.3590494791665,2388.3623046875,242561.36745019714,0.25
324,0,4,5,3,0.6,1358.5535714285713,24.875,6.333333333333333,2180.2620442708335,2180.5263671875,219460.28483589264,0.25
327,0,2,3,2,0.6666666666666666,1154.1666666666665,19.0,5.0,2214.5927734375,2248.6591796875,173258.11960728368,0.15
330,0,5,6,4,0.6666666666666666,1873.6423852183652,215.36648002986192,21.5,2180.6015625,2248.6591796875,745009.9143113198,0.3
331,0,13,14,9,0.6428571428571429,0.5615740740740741,206.26457360722068,16.444444444444443,2477.1192491319443,2605.755859375,569826.7044861773,0.7
332,0,2,3,2,0.6666666666666666,57.725,191.175,6.5,2352.70361328125,2388.0478515625,225235.55548946877,0.15
333,0,2,3,3,1.0,61.48412698412698,187.18880070546734,25.0,2532.2034505208335,2605.603515625,866290.5980364183,0.15
336,0,4,5,4,0.8,1596.8018543956046,268.9891826923077,14.75,2318.567138671875,2459.365234375,511111.4528414868,0.25
337,0,2,3,3,1.0,1591.490531255237,267.5136584548349,13.0,2388.3082682291665,2459.3740234375,450471.11097893753,0.15
346,0,4,5,3,0.6,1399.0333333333335,104.73333333333335,4.666666666666667,2135.5081380208335,2180.5263671875,161707.57830013143,0.25
350,0,4,5,4,0.8,1330.6942307692307,96.67051282051281,10.25,2300.760009765625,2388.3623046875,355179.14519493154,0.25
351,0,3,4,4,1.0,1405.3503205128204,94.91891025641024,7.0,2180.22900390625,2180.5263671875,242561.36745019717,0.2
352,0,2,3,2,0.6666666666666666,1461.5916666666667,362.35,8.5,2146.70751953125,2180.1298828125,294538.80333238223,0.15
354,0,3,4,4,1.0,1511.716478253751,361.36087957450184,35.75,2459.60498046875,2531.6328125,1238795.5551920782,0.2
362,0,2,3,3,1.0,1795.6333333333332,299.56666666666666,6.0,2136.4039713541665,2248.6591796875,207909.7435287404,0.15
365,0,16,17,12,0.7058823529411765,1806.442116910867,283.0316468253968,6.666666666666667,2135.7606608072915,2248.609375,231010.8261430449,0.85
367,0,3,4,4,1.0,1561.2681318681318,271.5255494505494,13.25,2425.537841796875,2605.755859375,459134.0169593018,0.2
372,0,4,5,5,1.0,1293.8187031606387,397.0316063864451,14.2,2221.4060546875,2317.1884765625,492053.0596846856,0.25
373,0,2,3,2,0.6666666666666666,1240.5,395.25,4.0,2080.2265625,2112.9990234375,138606.49568582693,0.15
375,0,3,4,4,1.0,1259.3645833333333,391.16041666666666,7.75,2146.66357421875,2180.5263671875,268550.0853912897,0.2
380,0,4,5,3,0.6,1551.6666666666667,363.9166666666667,4.0,2135.5081380208335,2180.5263671875,138606.49568582693,0.25
382,0,4,5,4,0.8,1477.3264633916808,364.03198522492,17.75,2231.63818359375,2317.1884765625,615066.324605857,0.25
386,0,3,4,3,0.75,1797.0833333333333,456.23183760683764,10.0,2203.4391276041665,2248.6591796875,346516.23921456735,0.2
393,0,2,3,2,0.6666666666666666,24.333333333333336,446.08333333333337,5.0,2080.2265625,2112.9990234375,173258.11960728368,0.15
400,0,2,3,2,0.6666666666666666,1349.275,60.275,4.5,2146.70751953125,2180.1298828125,155932.3076465553,0.15
403,0,2,3,2,0.6666666666666666,1662.95,66.77857142857144,8.5,2113.14208984375,2113.28515625,294538.80333238223,0.15
406,0,3,4,4,1.0,1345.1791666666668,409.1300925925926,14.5,2231.5390625,2248.7080078125,502448.54686112265,0.2
415,1,13,13,8,0.6153846153846154,1454.9124198954946,355.8776854727398,22.5,2301.063720703125,2459.3740234375,779661.5382327765,0.65
418,1,7,7,6,0.8571428571428571,1468.08966926793,348.79940542549235,13.333333333333334,2248.97314453125,2317.359375,462021.6522860898,0.35
420,1,6,6,4,0.6666666666666666,1235.7821428571428,394.38125,15.25,2180.62353515625,2248.6591796875,528437.2648022152,0.3
424,1,4,4,4,1.0,1249.5835699184536,396.38426457263665,16.5,2163.867431640625,2248.6591796875,571751.7947040361,0.2
428,1,3,3,2,0.6666666666666666,1521.0729166666667,421.52083333333337,27.0,2180.8291015625,2248.6591796875,935593.8458793318,0.15
431,1,3,3,2,0.6666666666666666,1251.5166666666667,407.8833333333333,5.5,2180.1298828125,2180.1298828125,190583.93156801205,0.15
439,1,3,3,3,1.0,1244.3868686868689,445.68585858585857,17.333333333333332,2180.2620442708335,2180.5263671875,600628.1479719167,0.15
440,1,3,3,2,0.6666666666666666,1257.05,448.1166666666667,20.0,2180.1298828125,2180.1298828125,693032.4784291347,0.15
450,1,3,3,2,0.6666666666666666,1251.0,423.65,4.5,2146.564453125,2180.1298828125,155932.3076465553,0.15
469,1,4,4,3,0.75,1457.4194444444445,497.67777777777775,6.333333333333333,2180.6123046875,2248.7080078125,219460.28483589264,0.2
470,1,3,3,2,0.6666666666666666,1401.5,491.875,4.0,2112.9990234375,2112.9990234375,138606.49568582693,0.15
475,1,5,5,3,0.6,621.9113060428849,524.2719298245614,17.666666666666668,2248.6891276041665,2317.2783203125,612178.689279069,0.25
476,1,3,3,3,1.0,1418.2777777777776,520.1666666666666,4.666666666666667,2113.59765625,2180.5263671875,161707.57830013143,0.15
479,1,3,3,2,0.6666666666666666,1436.3055555555557,520.1041666666667,26.5,2180.8291015625,2248.6591796875,918268.0339186033,0.15
481,1,4,4,4,1.0,766.3994505494506,514.0925824175824,12.75,2266.25537109375,2317.359375,441808.2049985733,0.2
485,1,4,4,3,0.75,1819.45,506.84999999999997,4.333333333333333,2136.1067708333335,2180.5263671875,150157.03699297918,0.2
488,1,7,7,5,0.7142857142857143,1575.9456410256412,565.3697435897436,6.4,2126.8091796875,2180.396484375,221770.39309732313,0.35
494,1,3,3,2,0.6666666666666666,1583.15,545.4071428571428,9.5,2146.564453125,2180.1298828125,329190.427253839,0.15
498,1,10,10,6,0.6,1416.3298611111113,524.6545138888889,9.0,2181.1834309895835,2248.759765625,311864.61529311066,0.5
511,1,8,8,5,0.625,1309.1716666666666,692.49,6.2,2461.8224609375,2605.662109375,214840.06831303175,0.4
514,1,4,4,4,1.0,1460.0816849816852,663.4529304029304,12.0,2283.648193359375,2388.0478515625,415819.4870574808,0.2
532,1,3,3,2,0.6666666666666666,1038.3939393939395,765.8383838383838,10.0,2532.56494140625,2605.755859375,346516.23921456735,0.15
533,1,3,3,3,1.0,574.4467754467755,761.9557109557109,10.0,2340.865234375,2388.0478515625,346516.2392145673,0.15
539,1,4,4,3,0.75,100.71666666666665,860.0166666666668,4.333333333333333,2250.013671875,2388.0478515625,150157.03699297918,0.2
543,1,20,20,13,0.65,1261.1791678013844,937.5675401521555,12.153846153846153,2265.5628756009614,2388.484375,421150.5061223203,1.0
545,1,5,5,4,0.8,1157.125,935.175,5.75,2130.315185546875,2180.5263671875,199246.83754837624,0.25
553,1,3,3,2,0.6666666666666666,57.17142857142858,989.3428571428572,6.0,2214.39453125,2248.6591796875,207909.7435287404,0.15
554,1,4,4,3,0.75,684.388888888889,985.1,5.666666666666667,2135.603515625,2180.5263671875,196359.20222158814,0.2
557,1,3,3,2,0.6666666666666666,1297.9464285714284,982.0178571428571,9.0,2146.564453125,2180.1298828125,311864.6152931106,0.15
563,1,4,4,3,0.75,714.5190936277892,1086.6537842190016,23.0,2436.1220703125,2531.6328125,796987.3501935048,0.2
569,1,3,3,2,0.6666666666666666,1297.6,1030.5,5.0,2146.564453125,2180.1298828125,173258.11960728368,0.15
574,1,28,28,21,0.75,760.5854462545252,1160.8351312082516,9.333333333333334,2272.2259114583335,2531.8369140625,323415.15660026285,1.4
575,1,5,5,3,0.6,759.9002525252525,1147.0530303030303,17.333333333333332,2225.9781901041665,2317.2783203125,600628.1479719167,0.25
576,1,16,16,12,0.75,1012.3426470588237,1129.564976268285,12.75,2295.689453125,2459.365234375,441808.20499857335,0.8
580,1,10,10,9,0.9,251.9608024691358,2003.918732193732,12.222222222222221,2279.7685546875,2388.328125,423519.84792891564,0.5
581,1,5,5,5,1.0,266.71736596736594,1350.7642657342656,11.4,2290.3642578125,2388.0478515625,395028.51270460675,0.25
585,1,3,3,2,0.6666666666666666,760.3071428571428,1278.05,8.5,2180.1298828125,2180.1298828125,294538.80333238223,0.15
587,1,4,4,3,0.75,746.5333333333334,1275.5142857142857,5.666666666666667,2341.7975260416665,2459.3740234375,196359.20222158814,0.2
594,1,8,8,5,0.625,1531.0947168067,337.4807012535008,25.0,2248.7828125,2317.359375,866290.5980364183,0.4
597,1,3,3,3,1.0,1864.925,331.9,6.0,2225.8323567708335,2248.7080078125,207909.7435287404,0.15
598,1,4,4,3,0.75,43.9,330.09999999999997,4.333333333333333,2091.1507161458335,2112.9990234375,150157.03699297918,0.2
600,1,3,3,2,0.6666666666666666,44.475,324.975,4.5,2146.564453125,2180.1298828125,155932.3076465553,0.15
613,1,6,6,4,0.6666666666666666,1486.7083333333333,225.08333333333334,5.5,2080.27783203125,2113.28515625,190583.93156801205,0.3
619,1,8,8,5,0.625,1859.5691777536692,164.6188186771815,38.6,2248.7123046875,2317.1884765625,1337552.6833682298,0.4
622,1,6,6,4,0.6666666666666666,1852.1347222222223,149.27638888888887,7.0,2181.304443359375,2248.6591796875,242561.36745019717,0.3
626,1,3,3,3,1.0,106.68888888888888,131.9,11.0,2366.7083333333335,2531.6328125,381167.86313602404,0.15
631,1,3,3,3,1.0,19.484848484848484,119.32828282828284,11.333333333333334,2248.6754557291665,2248.7080078125,392718.4044431763,0.15
633,1,13,13,10,0.7692307692307693,35.10094794094793,108.8804428904429,10.4,2270.57724609375,2459.234375,360376.88878315,0.65
641,1,3,3,2,0.6666666666666666,203.5,90.25,5.5,2392.94287109375,2605.755859375,190583.93156801202,0.15
642,1,4,4,3,0.75,1339.0213744588743,86.86661255411256,22.0,2318.0862630208335,2388.3623046875,762335.7262720481,0.2
645,1,3,3,3,1.0,1387.7166666666665,75.78611111111111,10.0,2135.4713541666665,2180.1298828125,346516.23921456735,0.15
647,1,3,3,3,1.0,1329.5879629629628,74.17129629629629,7.0,2135.5081380208335,2180.5263671875,242561.36745019714,0.15
653,1,3,3,3,1.0,1.1341991341991342,65.0,9.666666666666666,2556.2897135416665,2605.603515625,334965.69790741504,0.15
655,1,4,4,3,0.75,1456.9166666666667,45.4,4.666666666666667,2113.1897786458335,2113.28515625,161707.57830013143,0.2
657,1,3,3,2,0.6666666666666666,1453.0,40.32142857142857,6.5,2146.564453125,2180.1298828125,225235.55548946874,0.15
659,1,4,4,3,0.75,124.99074074074075,32.01851851851852,6.333333333333333,2113.6930338541665,2180.5263671875,219460.28483589264,0.2
662,1,3,3,2,0.6666666666666666,1275.8,24.725,4.5,2248.6591796875,2248.6591796875,155932.3076465553,0.15
675,2,4,3,2,0.6666666666666666,1693.1666666666665,357.125,5.0,2248.94287109375,2317.359375,173258.11960728368,0.15
677,2,4,3,2,0.6666666666666666,1521.361111111111,335.77777777777777,7.5,2214.6171875,2248.7080078125,259887.17941092548,0.15
687,2,4,3,2,0.6666666666666666,1411.222972972973,406.8153153153153,21.5,2180.99658203125,2248.7080078125,745009.9143113198,0.15
699,2,4,3,2,0.6666666666666666,1487.925,425.9,4.5,2113.28515625,2113.28515625,155932.3076465553,0.15
709,2,4,3,2,0.6666666666666666,1255.75,450.75,6.0,2113.28515625,2113.28515625,207909.7435287404,0.15
713,2,4,3,2,0.6666666666666666,1404.1,458.65,7.5,2214.6171875,2248.7080078125,259887.1794109255,0.15
714,2,4,3,2,0.6666666666666666,1394.8125,465.9375,8.0,2113.28515625,2113.28515625,277212.99137165386,0.15
734,2,5,4,3,0.75,780.65,502.25,4.666666666666667,2091.3919270833335,2113.28515625,161707.57830013143,0.2
754,2,10,9,6,0.6666666666666666,692.6055555555557,569.386574074074,8.333333333333334,2204.0286458333335,2388.3623046875,288763.53267880616,0.45
755,2,4,3,2,0.6666666666666666,1587.75,575.0,4.0,2113.28515625,2113.28515625,138606.49568582693,0.15
761,2,4,3,2,0.6666666666666666,1614.6625,598.3375,14.0,2214.6171875,2248.7080078125,485122.7349003943,0.15
782,2,4,3,3,1.0,569.0515151515152,725.0262626262626,9.333333333333334,2180.8235677083335,2248.6591796875,323415.1566002628,0.15
784,2,4,3,2,0.6666666666666666,1190.975,751.175,4.5,2318.53515625,2388.3623046875,155932.3076465553,0.15
785,2,7,6,4,0.6666666666666666,1035.1840277777778,761.9513888888889,14.75,2353.97412109375,2459.234375,511111.4528414868,0.3
788,2,4,3,3,1.0,1138.3660130718954,771.9771241830064,15.666666666666666,2248.8076171875,2317.1884765625,542875.4414361555,0.15
801,2,4,3,3,1.0,126.99761904761904,847.9595238095238,5.333333333333333,2249.2776692708335,2317.359375,184808.6609144359,0.15
802,2,4,3,2,0.6666666666666666,93.60119047619048,858.297619047619,13.0,2459.365234375,2459.365234375,450471.1109789375,0.15
813,2,7,6,6,1.0,989.216287878788,913.5248106060607,9.0,2295.619140625,2459.1640625,311864.61529311055,0.3
817,2,8,7,7,1.0,1142.3534632034632,947.9602040816326,7.428571428571429,2307.817940848214,2388.3623046875,257412.06341653573,0.35
820,2,9,8,6,0.75,1002.6310185185185,958.0629527879529,8.833333333333334,2306.2760416666665,2388.3623046875,306089.3446395345,0.4
826,2,22,21,15,0.7142857142857143,680.3489417989418,974.5050793650794,7.866666666666666,2361.6013671875,2679.3359375,272592.774848793,1.05
827,2,4,3,2,0.6666666666666666,1055.725,980.6,4.5,2080.36962890625,2113.28515625,155932.3076465553,0.15
832,2,5,4,3,0.75,1104.6891534391534,1037.4007936507937,6.666666666666667,2158.0478515625,2180.5263671875,231010.8261430449,0.2
834,2,8,7,5,0.7142857142857143,392.4833333333333,1048.5533333333333,7.0,2154.0830078125,2248.759765625,242561.36745019714,0.35
836,2,4,3,3,1.0,1011.9702380952381,1086.5416666666667,6.333333333333333,2203.5914713541665,2317.359375,219460.28483589264,0.15
838,2,4,3,2,0.6666666666666666,741.45,1126.75,4.5,2248.7080078125,2248.7080078125,155932.3076465553,0.15
