frame,x,y,area_px,intensity,area_km2,cluster_id,occurrences
23,1120.0,5.0,3.0,5506.580078125,103954.8717643702,3,24
23,717.6,8.8,5.0,5188.5439453125,173258.11960728368,178,4
23,1691.6666666666667,472.6666666666667,3.0,3921.998046875,103954.8717643702,190,1
23,930.5,1448.3333333333333,6.0,4881.234375,207909.7435287404,192,2
24,1119.5,0.5,4.0,4484.052734375,138606.49568582693,3,24
24,351.5,3.5,4.0,4013.01953125,138606.49568582693,138,5
24,716.6666666666666,8.333333333333334,3.0,4484.052734375,103954.8717643702,178,4
24,140.8,120.4,5.0,4881.244140625,173258.11960728368,193,13
24,727.3333333333334,1132.6666666666667,3.0,3831.8525390625,103954.8717643702,93,10
24,931.0,1448.6,5.0,6399.8359375,173258.11960728368,192,2
25,141.2,119.2,5.0,5723.888671875,173258.11960728368,193,13
25,143.0,122.25,8.0,4881.234375,277212.99137165386,193,13
26,1118.0,2.0,5.0,5085.1123046875,173258.11960728368,3,24
26,716.0,7.5,6.0,5615.2568359375,207909.7435287404,178,4
26,140.28571428571428,118.57142857142857,7.0,6991.67578125,242561.3674501971,193,13
27,1118.6,0.8,5.0,7235.9990234375,173258.11960728368,3,24
27,140.66666666666666,118.66666666666667,3.0,4484.0947265625,103954.8717643702,193,13
27,143.0,123.0,3.0,3921.77734375,103954.8717643702,193,13
28,1119.4444444444443,1.7777777777777777,9.0,5945.1083984375,311864.6152931106,3,24
28,140.8,122.4,5.0,4581.982421875,173258.11960728368,193,13
29,139.0,121.0,3.0,4483.966796875,103954.8717643702,193,13
30,1817.0,2027.3333333333333,3.0,4679.763671875,103954.8717643702,74,18
31,1248.0,821.0,3.0,4780.3837890625,103954.8717643702,207,23
31,1257.6666666666667,827.0,3.0,4105.8447265625,103954.8717643702,208,5
31,1817.0,2028.0,3.0,4198.2802734375,103954.8717643702,74,18
32,265.5,2003.0,4.0,5399.197265625,138606.49568582693,212,4
32,1816.3333333333333,2030.6666666666667,3.0,5945.0498046875,103954.8717643702,74,18
33,265.0,2004.0,7.0,6633.490234375,242561.3674501971,212,4
33,1816.25,2029.75,8.0,6284.587890625,277212.99137165386,74,18
34,303.6666666666667,1278.3333333333333,3.0,4105.73046875,103954.8717643702,73,2
34,265.875,2005.25,8.0,5506.580078125,277212.99137165386,212,4
36,725.6666666666666,1130.3333333333333,3.0,4012.935546875,103954.8717643702,93,10
36,1817.3333333333333,2029.2222222222222,9.0,8519.9755859375,311864.6152931106,74,18
37,1817.5,2029.25,8.0,9765.2421875,277212.99137165386,74,18
38,1082.6666666666667,780.6666666666666,3.0,4780.4716796875,103954.8717643702,231,1
38,1816.6666666666667,2027.8333333333333,6.0,6170.724609375,207909.7435287404,74,18
39,1815.9,2028.1,10.0,10053.44921875,346516.23921456735,74,18
40,1815.3333333333333,2027.5555555555557,9.0,7865.16845703125,311864.6152931106,74,18
41,1263.5,687.0,6.0,6170.7958984375,207909.7435287404,236,4
41,1815.857142857143,2028.2857142857142,7.0,6870.9501953125,242561.3674501971,74,18
42,1816.3333333333333,2029.0,9.0,8654.1923828125,311864.6152931106,74,18
43,1215.0,10.6,5.0,4013.1767578125,173258.11960728368,239,15
43,1816.5,2029.3333333333333,6.0,5833.6220703125,207909.7435287404,74,18
44,1756.0,438.0,3.0,5615.1435546875,103954.8717643702,243,3
44,1815.5,2028.0,4.0,5188.5205078125,138606.49568582693,74,18
45,1757.0,438.0,7.0,8255.568359375,242561.3674501971,243,3
45,1264.111111111111,691.1111111111111,9.0,5723.7470703125,311864.6152931106,236,4
46,1217.5,9.0,4.0,4483.802734375,138606.49568582693,239,15
46,1758.0,439.0,7.0,7484.341796875,242561.3674501971,243,3
47,1116.75,5.0,8.0,4484.0947265625,277212.99137165386,3,24
48,1116.7142857142858,5.285714285714286,7.0,4387.392578125,242561.3674501971,3,24
48,1426.0,698.0,3.0,4981.9609375,103954.8717643702,247,1
49,1116.4444444444443,6.666666666666667,9.0,6056.380859375,311864.6152931106,3,24
50,386.6666666666667,1750.3333333333333,3.0,6056.3447265625,103954.8717643702,253,5
50,388.6,1760.4,5.0,5398.9091796875,173258.11960728368,253,5
51,1116.1,7.3,10.0,6991.833984375,346516.23921456735,3,24
51,376.57142857142856,1746.4285714285713,7.0,6400.064453125,242561.3674501971,256,2
52,1115.75,8.25,8.0,5506.462890625,277212.99137165386,3,24
52,376.57142857142856,1747.4285714285713,7.0,5723.8349609375,242561.3674501971,256,2
52,381.7142857142857,1750.2857142857142,7.0,5293.2197265625,242561.3674501971,253,5
52,389.6666666666667,1757.5,6.0,4780.517578125,207909.7435287404,253,5
52,388.3333333333333,1763.5555555555557,9.0,4292.1201171875,311864.6152931106,253,5
53,1216.0,9.0,5.0,6284.8154296875,173258.11960728368,239,15
53,382.0,1751.25,4.0,6515.6171875,138606.49568582693,253,5
53,391.0,1760.0,3.0,4881.353515625,103954.8717643702,253,5
54,1216.5,8.5,4.0,4981.5849609375,138606.49568582693,239,15
54,388.5,1753.0,4.0,5188.2490234375,138606.49568582693,253,5
55,390.125,1769.625,8.0,4484.1796875,277212.99137165386,262,1
56,156.5,154.5,4.0,5723.8974609375,138606.49568582693,263,1
56,390.125,1755.375,8.0,5085.1123046875,277212.99137165386,253,5
59,188.66666666666666,140.0,3.0,4582.0107421875,103954.8717643702,265,1
60,224.5,161.83333333333334,6.0,6284.8154296875,207909.7435287404,268,1
63,137.33333333333334,117.33333333333333,3.0,4292.26171875,103954.8717643702,193,13
63,1240.4,810.6,5.0,4292.26171875,173258.11960728368,207,23
63,1239.3333333333333,824.0,3.0,3831.99609375,103954.8717643702,207,23
64,730.4,2.8,5.0,6633.4091796875,173258.11960728368,272,2
64,137.0,116.5,4.0,4780.71484375,138606.49568582693,193,13
64,1239.142857142857,823.5714285714286,7.0,4780.71484375,242561.3674501971,207,23
64,1246.4285714285713,825.7142857142857,7.0,5399.189453125,242561.3674501971,207,23
65,730.3333333333334,2.6666666666666665,3.0,4680.142578125,103954.8717643702,272,2
65,137.16666666666666,118.0,6.0,4881.2587890625,207909.7435287404,193,13
65,1246.8,827.8,5.0,5614.9853515625,173258.11960728368,207,23
66,1247.2,827.6,5.0,5293.0390625,173258.11960728368,207,23
67,1170.5,946.5,10.0,5188.6357421875,346516.23921456735,117,8
69,1215.8333333333333,8.0,6.0,5506.3916015625,207909.7435287404,239,15
69,138.9,119.2,10.0,5615.01953125,346516.23921456735,193,13
70,1217.5,6.0,4.0,4012.931640625,138606.49568582693,239,15
70,142.0,119.0,7.0,4780.5068359375,242561.3674501971,193,13
70,1241.5,809.0,4.0,4292.26171875,138606.49568582693,207,23
71,1242.3,809.8,10.0,5399.134765625,346516.23921456735,207,23
72,686.3333333333334,575.6666666666666,3.0,4012.9658203125,103954.8717643702,280,24
73,1225.5,1.0,4.0,5506.5654296875,138606.49568582693,282,4
73,1215.0,2.0,3.0,4012.95703125,103954.8717643702,239,15
73,686.3333333333334,575.3333333333334,3.0,4012.95703125,103954.8717643702,280,24
74,685.6666666666666,575.3333333333334,3.0,4105.474609375,103954.8717643702,280,24
75,1215.9,1.7,10.0,4582.0107421875,346516.23921456735,239,15
75,685.25,574.25,4.0,3921.77734375,138606.49568582693,280,24
75,1713.5,1943.0,4.0,5723.8974609375,138606.49568582693,285,6
76,1713.5,1942.75,4.0,4291.9794921875,138606.49568582693,285,6
78,685.6666666666666,574.3333333333334,3.0,4105.4404296875,103954.8717643702,280,24
78,1717.6666666666667,1942.5555555555557,9.0,5944.9375,311864.6152931106,285,6
79,1242.3,829.8,10.0,5399.1533203125,346516.23921456735,207,23
80,685.6666666666666,575.6666666666666,3.0,4198.193359375,103954.8717643702,280,24
81,1384.3333333333333,720.6666666666666,3.0,5615.0849609375,103954.8717643702,293,2
82,685.6666666666666,575.6666666666666,3.0,4013.1650390625,103954.8717643702,280,24
83,267.75,2000.25,4.0,4013.1650390625,138606.49568582693,212,4
84,686.3333333333334,576.6666666666666,3.0,4387.5771484375,103954.8717643702,280,24
84,1248.1,821.8,10.0,5188.623046875,346516.23921456735,207,23
85,686.0,576.0,3.0,4198.1669921875,103954.8717643702,280,24
85,1245.3333333333333,819.6666666666666,3.0,4981.7197265625,103954.8717643702,207,23
85,106.66666666666667,866.3333333333334,3.0,4198.1669921875,103954.8717643702,296,2
86,685.6,576.2,5.0,4198.212890625,173258.11960728368,280,24
86,1083.6666666666667,788.3333333333334,3.0,4105.4501953125,103954.8717643702,300,2
86,1264.0,824.0,3.0,4198.212890625,103954.8717643702,131,6
86,106.0,866.5,6.0,4780.72265625,207909.7435287404,296,2
87,684.25,574.75,4.0,4013.00830078125,138606.49568582693,280,24
87,1082.3333333333333,787.3333333333334,3.0,4292.0595703125,103954.8717643702,300,2
88,683.5,575.0,6.0,4198.1123046875,207909.7435287404,280,24
88,1279.25,802.5,4.0,5085.10693359375,138606.49568582693,302,12
88,1176.3333333333333,947.6666666666666,3.0,4105.603515625,103954.8717643702,117,8
89,685.6,576.2,5.0,4387.30419921875,173258.11960728368,280,24
89,816.5,1550.0,4.0,4679.81103515625,138606.49568582693,303,2
90,23.75,189.75,4.0,4292.0244140625,138606.49568582693,128,5
90,686.0,576.5,6.0,4292.0244140625,207909.7435287404,280,24
90,1264.3333333333333,825.0,3.0,4292.0244140625,103954.8717643702,131,6
91,23.666666666666668,189.33333333333334,6.0,4292.123046875,207909.7435287404,128,5
91,686.1666666666666,576.1666666666666,6.0,4292.123046875,207909.7435287404,280,24
92,1225.5,3.0,6.0,5723.8974609375,207909.7435287404,282,4
92,24.5,188.5,4.0,4291.9931640625,138606.49568582693,128,5
92,686.8,575.4,5.0,4484.0947265625,173258.11960728368,280,24
92,1254.8,824.8,5.0,5615.2568359375,173258.11960728368,208,5
93,1224.888888888889,2.7777777777777777,9.0,5293.19921875,311864.6152931106,282,4
93,3.0,187.0,3.0,3921.912109375,103954.8717643702,308,23
93,23.666666666666668,187.66666666666666,3.0,4012.9921875,103954.8717643702,128,5
93,686.25,575.0,4.0,4582.126953125,138606.49568582693,280,24
93,1252.0,818.5,4.0,4012.9921875,138606.49568582693,207,23
93,1254.3333333333333,825.6666666666666,6.0,5085.1484375,207909.7435287404,208,5
94,1224.25,3.5,4.0,4198.2470703125,138606.49568582693,282,4
94,134.0,119.33333333333333,3.0,4387.5703125,103954.8717643702,193,13
94,686.1666666666666,575.3333333333334,6.0,4581.94677734375,207909.7435287404,280,24
94,1244.0,819.25,4.0,5399.10595703125,138606.49568582693,207,23
95,135.0,121.0,3.0,4105.5498046875,103954.8717643702,193,13
95,4.75,189.0,4.0,4013.2294921875,138606.49568582693,308,23
95,686.2,576.6,5.0,4484.02490234375,173258.11960728368,280,24
95,1281.75,804.5,4.0,4780.47900390625,138606.49568582693,302,12
96,5.333333333333333,188.5,6.0,3921.986328125,207909.7435287404,308,23
96,686.875,575.5,8.0,4581.8408203125,277212.99137165386,280,24
96,1265.0,824.0,3.0,4292.07177734375,103954.8717643702,131,6
97,5.5,187.66666666666666,6.0,4198.326171875,207909.7435287404,308,23
97,686.875,574.875,8.0,4981.953125,277212.99137165386,280,24
98,4.555555555555555,188.11111111111111,9.0,4387.31982421875,311864.6152931106,308,23
98,686.875,575.125,8.0,4881.32568359375,277212.99137165386,280,24
99,3.25,185.75,8.0,4105.763671875,277212.99137165386,308,23
99,684.8,573.1,10.0,4881.263671875,346516.23921456735,280,24
100,189.44444444444446,160.0,9.0,5506.26708984375,311864.6152931106,317,7
100,1.4285714285714286,186.28571428571428,7.0,4292.07177734375,242561.3674501971,308,23
100,683.8888888888889,573.6666666666666,9.0,4780.5849609375,311864.6152931106,280,24
102,1119.0,1.5,4.0,4780.61083984375,138606.49568582693,3,24
102,199.0,154.33333333333334,9.0,4780.61083984375,311864.6152931106,318,6
103,1119.0,1.0,3.0,4679.9951171875,103954.8717643702,3,24
103,8.0,188.0,3.0,4105.73046875,103954.8717643702,308,23
103,1264.0,822.0,3.0,4013.02734375,103954.8717643702,131,6
104,1217.6666666666667,7.333333333333333,3.0,4387.2255859375,103954.8717643702,239,15
105,1218.4285714285713,10.714285714285714,7.0,6056.37109375,242561.3674501971,239,15
105,1720.7142857142858,1944.7142857142858,7.0,7359.5078125,242561.3674501971,285,6
106,1367.5,732.5,4.0,5833.716796875,138606.49568582693,322,1
106,1722.8333333333333,1944.6666666666667,6.0,6751.40380859375,207909.7435287404,285,6
107,1722.0,1944.3333333333333,3.0,5188.451171875,103954.8717643702,285,6
108,619.0,393.0,3.0,6871.09912109375,103954.8717643702,325,2
109,619.2,391.6,5.0,5506.5439453125,173258.11960728368,325,2
110,1090.3333333333333,848.0,3.0,4198.341796875,103954.8717643702,96,11
111,1.4,186.6,5.0,4292.0048828125,173258.11960728368,308,23
111,4.333333333333333,186.66666666666666,3.0,4198.26708984375,103954.8717643702,308,23
113,818.0,1552.0,3.0,4292.1025390625,103954.8717643702,303,2
114,1235.25,809.75,8.0,4679.919921875,277212.99137165386,330,1
114,177.83333333333334,1617.0,6.0,6515.42578125,207909.7435287404,331,8
115,4.666666666666667,186.16666666666666,6.0,4012.96875,207909.7435287404,308,23
115,1.4,186.8,5.0,4105.5322265625,173258.11960728368,308,23
115,177.0,1616.0,7.0,6633.6201171875,242561.3674501971,331,8
115,266.0,1988.0,3.0,3921.8759765625,103954.8717643702,333,1
116,763.0,690.0,3.0,4679.9970703125,103954.8717643702,334,1
116,1143.0,1469.6666666666667,3.0,5293.2412109375,103954.8717643702,335,15
117,5.111111111111111,188.22222222222223,9.0,4012.935546875,311864.6152931106,308,23
118,4.75,187.5,4.0,3921.9814453125,138606.49568582693,308,23
118,1414.2857142857142,849.5714285714286,7.0,4780.4384765625,242561.3674501971,340,1
119,6.142857142857143,187.14285714285714,7.0,4013.0400390625,242561.3674501971,308,23
120,1212.75,828.0,4.0,6633.509765625,138606.49568582693,343,2
121,1118.0,2.0,3.0,4387.47900390625,103954.8717643702,3,24
121,1215.125,12.25,8.0,4981.861328125,277212.99137165386,239,15
121,1213.0,828.0,3.0,5945.06298828125,103954.8717643702,343,2
122,1882.2857142857142,496.57142857142856,7.0,5945.31103515625,242561.3674501971,345,15
122,768.8,686.4,5.0,4581.8427734375,173258.11960728368,346,2
123,5.666666666666667,187.33333333333334,3.0,3921.8427734375,103954.8717643702,308,23
123,1882.5,497.5,8.0,6515.2685546875,277212.99137165386,345,15
123,769.0,686.5,4.0,4105.8310546875,138606.49568582693,346,2
123,1143.0,1471.5,4.0,6751.56787109375,138606.49568582693,335,15
124,1214.4,8.2,5.0,4780.537109375,173258.11960728368,239,15
124,3.75,185.75,4.0,4105.4697265625,138606.49568582693,308,23
124,1879.8,495.4,5.0,4780.537109375,173258.11960728368,345,15
124,1140.3333333333333,1470.3333333333333,3.0,8926.34765625,103954.8717643702,335,15
124,153.66666666666666,1612.3333333333333,3.0,5399.228515625,103954.8717643702,349,5
125,1212.6666666666667,6.333333333333333,3.0,4105.5888671875,103954.8717643702,239,15
125,3.5,186.0,4.0,4012.9228515625,138606.49568582693,308,23
125,1878.8,495.4,5.0,4780.5517578125,173258.11960728368,345,15
125,1242.25,820.5,4.0,4387.3447265625,138606.49568582693,207,23
125,1139.8,1470.4,5.0,9341.2431640625,173258.11960728368,335,15
125,153.55555555555554,1608.4444444444443,9.0,5188.3671875,311864.6152931106,349,5
125,153.5,1612.6666666666667,6.0,5293.138671875,207909.7435287404,349,5
125,161.0,1614.0,3.0,4780.5517578125,103954.8717643702,350,9
126,1212.6,6.4,5.0,4780.3916015625,173258.11960728368,239,15
126,1879.4,495.8,5.0,7113.708984375,173258.11960728368,345,15
126,1243.3333333333333,824.6666666666666,3.0,4198.2099609375,103954.8717643702,207,23
126,1245.2,831.8,5.0,4292.1103515625,173258.11960728368,207,23
126,1155.0,1469.0,3.0,5188.544921875,103954.8717643702,351,10
126,1140.0,1471.5,6.0,10642.689453125,207909.7435287404,335,15
126,153.5,1613.3333333333333,6.0,4981.96484375,207909.7435287404,349,5
127,5.0,187.5,4.0,4105.671875,138606.49568582693,308,23
127,1880.5,497.0,4.0,5506.392578125,138606.49568582693,345,15
127,1246.75,834.25,4.0,4013.19921875,138606.49568582693,207,23
127,1155.8,1469.8,5.0,5945.07080078125,173258.11960728368,351,10
127,1141.2,1472.6,5.0,16512.609375,173258.11960728368,335,15
128,5.571428571428571,188.42857142857142,7.0,4013.17431640625,242561.3674501971,308,23
128,725.6666666666666,1130.3333333333333,3.0,3832.052734375,103954.8717643702,93,10
128,1157.0,1470.0,3.0,4881.10546875,103954.8717643702,351,10
128,1142.25,1472.75,4.0,8387.0087890625,138606.49568582693,335,15
128,165.5,1616.0,4.0,4105.75390625,138606.49568582693,350,9
129,5.5,189.0,4.0,4387.3076171875,138606.49568582693,308,23
129,1240.8,816.6,10.0,5723.76611328125,346516.23921456735,207,23
129,1243.3333333333333,823.0,3.0,4198.107421875,103954.8717643702,207,23
129,1248.5,833.0,4.0,4881.12255859375,138606.49568582693,207,23
130,202.5,140.0,4.0,4198.2158203125,138606.49568582693,357,1
130,5.285714285714286,188.42857142857142,7.0,4013.08447265625,242561.3674501971,308,23
130,98.66666666666667,195.33333333333334,3.0,6399.9287109375,103954.8717643702,358,9
130,1154.5,1469.0,4.0,4780.6025390625,138606.49568582693,351,10
130,1141.6666666666667,1472.6666666666667,3.0,6170.48828125,103954.8717643702,335,15
130,153.66666666666666,1613.3333333333333,3.0,4387.421875,103954.8717643702,349,5
131,93.33333333333333,174.33333333333334,3.0,4292.29248046875,103954.8717643702,359,1
131,4.166666666666667,187.5,6.0,4105.59423828125,207909.7435287404,308,23
131,97.6,194.8,5.0,8789.552734375,173258.11960728368,358,9
131,152.625,1612.625,8.0,5399.01025390625,277212.99137165386,349,5
131,275.6666666666667,1993.0,3.0,4198.255859375,103954.8717643702,362,1
132,5.0,188.0,3.0,3832.072265625,103954.8717643702,308,23
132,97.66666666666667,193.0,9.0,8387.134765625,311864.6152931106,358,9
132,96.33333333333333,202.0,3.0,4780.51318359375,103954.8717643702,358,9
133,97.66666666666667,192.33333333333334,3.0,5188.28564453125,103954.8717643702,358,9
133,97.14285714285714,197.42857142857142,7.0,4581.97412109375,242561.3674501971,358,9
133,1884.5,496.25,4.0,5188.28564453125,138606.49568582693,345,15
133,1384.3333333333333,716.3333333333334,3.0,4387.37158203125,103954.8717643702,293,2
133,1248.0,833.0,3.0,4013.06005859375,103954.8717643702,207,23
133,1141.6666666666667,1473.6666666666667,3.0,5615.21923828125,103954.8717643702,335,15
134,1884.8333333333333,495.3333333333333,6.0,5188.4189453125,207909.7435287404,345,15
134,1244.5,827.0,4.0,4581.9130859375,138606.49568582693,207,23
134,1153.0,1468.0,3.0,5614.9775390625,103954.8717643702,351,10
134,1142.2,1472.2,5.0,4679.8115234375,173258.11960728368,335,15
135,97.0,189.0,3.0,6170.669921875,103954.8717643702,358,9
135,1154.2222222222222,1467.5555555555557,9.0,6751.5361328125,311864.6152931106,351,10
135,160.0,1611.4285714285713,7.0,4679.8115234375,242561.3674501971,350,9
136,96.0,189.0,3.0,5614.923828125,103954.8717643702,358,9
136,1154.5714285714287,1467.4285714285713,7.0,7359.55224609375,242561.3674501971,351,10
136,1141.5,1472.25,4.0,5506.248046875,138606.49568582693,335,15
137,188.4,160.4,5.0,4981.71826171875,173258.11960728368,317,7
137,1154.0,1465.0,7.0,6400.0224609375,242561.3674501971,351,10
137,1139.0,1470.6666666666667,3.0,4483.927734375,103954.8717643702,335,15
138,201.0,150.5,4.0,4387.3232421875,138606.49568582693,318,6
138,189.44444444444446,160.77777777777777,9.0,5723.8193359375,311864.6152931106,317,7
138,95.0,189.0,3.0,4780.54052734375,103954.8717643702,358,9
138,1154.0,1466.0,5.0,5833.8720703125,173258.11960728368,351,10
138,1141.3333333333333,1470.3333333333333,3.0,4981.76806640625,103954.8717643702,335,15
139,96.4,189.6,5.0,5293.0478515625,173258.11960728368,358,9
139,1156.0,1467.0,5.0,5293.0478515625,173258.11960728368,351,10
139,1147.0,1468.3333333333333,3.0,4105.564453125,103954.8717643702,335,15
139,181.375,1619.125,8.0,6056.587890625,277212.99137165386,331,8
140,206.0,150.75,4.0,4387.32373046875,138606.49568582693,376,1
140,96.5,190.0,4.0,5188.42333984375,138606.49568582693,358,9
140,1460.6666666666667,381.6666666666667,3.0,4387.32373046875,103954.8717643702,378,1
140,1893.6666666666667,500.6666666666667,3.0,4387.32373046875,103954.8717643702,380,1
140,1088.6666666666667,844.7777777777778,9.0,5085.2451171875,311864.6152931106,96,11
140,725.25,1130.25,4.0,3921.84765625,138606.49568582693,93,10
140,1142.5,1471.5,4.0,4881.23291015625,138606.49568582693,335,15
140,180.66666666666666,1619.3333333333333,9.0,5615.2080078125,311864.6152931106,331,8
141,166.0,137.5,4.0,4387.3212890625,138606.49568582693,382,2
141,190.85714285714286,161.14285714285714,7.0,4881.1572265625,242561.3674501971,317,7
141,160.4,1611.8,5.0,4292.142578125,173258.11960728368,350,9
141,180.125,1617.875,8.0,4981.8056640625,277212.99137165386,331,8
142,1089.5714285714287,845.2857142857143,7.0,4387.5302734375,242561.3674501971,96,11
142,725.0,1128.3333333333333,3.0,4013.0205078125,103954.8717643702,93,10
142,179.0,1616.6666666666667,3.0,4484.05810546875,103954.8717643702,331,8
143,1309.2,651.4,5.0,5506.408203125,173258.11960728368,386,1
143,1088.0,843.25,4.0,4387.4638671875,138606.49568582693,96,11
143,1090.75,848.5,4.0,4198.2333984375,138606.49568582693,96,11
143,166.0,1613.5,4.0,5399.1416015625,138606.49568582693,350,9
143,175.625,1616.0,8.0,4387.4638671875,277212.99137165386,331,8
144,1091.8,849.6,5.0,4105.6552734375,173258.11960728368,96,11
144,724.5,1129.25,4.0,3921.7666015625,138606.49568582693,93,10
145,4.333333333333333,188.33333333333334,3.0,4198.34423828125,103954.8717643702,308,23
