frame,x,y,area_px,intensity,area_km2
0,1138.857142857143,395.7142857142857,7.0,15415.177734375,77556.85366416567
0,1776.0,433.0,1.0,11871.6826171875,11079.550523452239
0,1649.5,463.0,2.0,19827.841796875,22159.101046904478
0,1282.0,484.5,2.0,14183.50390625,22159.101046904478
0,1923.5,510.0,2.0,12189.4658203125,22159.101046904478
0,1113.3333333333333,576.3333333333334,3.0,13333.8017578125,33238.65157035671
0,1531.7083333333333,666.875,24.0,13167.5439453125,265909.2125628537
0,1591.0,774.0,1.0,11871.6826171875,11079.550523452239
0,435.74419835877524,843.8549369099092,11333.0,32106.169921875,125564546.08228423
0,791.5454545454545,825.6363636363636,11.0,27365.7265625,121875.05575797462
0,601.6666666666666,1048.3333333333333,3.0,14529.6982421875,33238.65157035671
0,1249.0,1175.0,3.0,13839.939453125,33238.65157035671
1,1776.5,434.0,2.0,12029.888671875,22159.101046904478
1,1651.0,463.1666666666667,6.0,28331.8671875,66477.30314071343
1,1282.0,485.0,1.0,14881.103515625,11079.550523452239
1,1233.0,501.0,1.0,11714.65234375,11079.550523452239
1,1295.0,564.0,1.0,11557.556640625,11079.550523452239
1,1112.6666666666667,576.6666666666666,3.0,15415.021484375,33238.65157035671
1,1895.95,638.95,20.0,25252.57421875,221591.0104690448
1,1124.2115384615386,648.6730769230769,52.0,21279.767578125,576136.6272195164
1,1531.5185185185185,667.3333333333334,27.0,13670.78515625,299147.86413321045
1,747.0,704.0,3.0,15959.8994140625,33238.65157035671
1,1248.0,760.0,1.0,11557.556640625,11079.550523452239
1,1590.5,774.0,2.0,11557.556640625,22159.101046904478
1,435.7526055467232,844.3268857092387,11322.0,31588.0859375,125442671.02652624
1,1390.6666666666667,804.5833333333334,12.0,19220.294921875,132954.60628142685
1,454.5,882.0,2.0,11714.65234375,22159.101046904478
1,1250.5,957.0,6.0,12510.048828125,66477.30314071343
1,602.5,1049.5,4.0,14881.103515625,44318.202093808955
1,1165.5344827586207,1342.6724137931035,58.0,18425.94140625,642613.9303602298
2,1132.5,400.0,2.0,12029.888671875,22159.101046904478
2,1776.0,434.0,1.0,11871.748046875,11079.550523452239
2,1650.6666666666667,463.3333333333333,9.0,23666.478515625,99715.95471107015
2,1293.0,565.0,1.0,11871.748046875,11079.550523452239
2,1895.6666666666667,639.1333333333333,30.0,29315.15234375,332386.5157035672
2,1531.3214285714287,667.5357142857143,28.0,14355.0146484375,310227.4146566627
2,1247.0,761.0,1.0,11403.0703125,11079.550523452239
2,1590.6666666666667,773.6666666666666,3.0,12349.2998046875,33238.65157035671
2,435.12029820399863,844.2209420535412,11804.0,31846.95703125,130783014.37883022
2,1338.5,812.5,2.0,13839.8857421875,22159.101046904478
2,787.1052631578947,825.2105263157895,19.0,32364.6953125,210511.45994559253
2,690.0,909.0,1.0,11557.556640625,11079.550523452239
2,1324.0,1030.0,1.0,11403.0703125,11079.550523452239
2,1160.0,1352.1363636363637,22.0,14355.0146484375,243750.11151594925
3,1775.0,434.0,1.0,12029.888671875,11079.550523452239
3,1649.4,463.8,5.0,19623.734375,55397.7526172612
3,1233.0,502.0,1.0,11714.65234375,11079.550523452239
3,532.0,517.0,1.0,11249.10546875,11079.550523452239
