event_id,n_detections,frame_start,frame_end,total_lifetime_frames,total_lifetime_seconds,active_frames,active_seconds,duty_cycle,x_centroid,y_centroid,x_std,y_std,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width_px,bbox_height_px,peak_intensity,mean_intensity,total_area_Mm2,mean_detection_area_Mm2,total_area_km2,mean_detection_area_km2,original_cluster_id
1,1,0,0,1,5.0,1,5.0,1.0,984.0,43.0,0.0,0.0,984.0,43.0,984.0,43.0,1.0,1.0,1271.82470703125,1271.82470703125,0.0393046646006855,0.0393046646006855,39304.6646006855,39304.6646006855,0
2,2,0,1,2,10.0,2,10.0,1.0,533.0,62.75,0.0,1.25,533.0,61.5,533.0,64.0,1.0,3.5,1325.582275390625,1295.6568603515625,0.1179139169303342,0.0589569584651671,117913.9169303342,58956.9584651671,1
3,1,0,0,1,5.0,1,5.0,1.0,687.0,84.0,0.0,0.0,687.0,84.0,687.0,84.0,1.0,1.0,1285.9384765625,1285.9384765625,0.0393046646006855,0.0393046646006855,39304.6646006855,39304.6646006855,2
4,1,0,0,1,5.0,1,5.0,1.0,707.0,94.0,0.0,0.0,707.0,94.0,707.0,94.0,1.0,1.0,1263.626708984375,1263.626708984375,0.0393046646006855,0.0393046646006855,39304.6646006855,39304.6646006855,3
5,2,0,1,2,10.0,2,10.0,1.0,340.9384920634921,102.67857142857142,1.5218253968254203,0.599206349206348,339.4166666666667,102.07936507936508,342.4603174603175,103.27777777777777,4.043650793650841,2.198412698412696,1325.2606201171875,1320.9431762695312,1.1005300322812768,0.5502650161406384,1100530.0322812768,550265.0161406384,4
6,1,0,0,1,5.0,1,5.0,1.0,701.5833333333334,113.5,0.0,0.0,701.5833333333334,113.5,701.5833333333334,113.5,1.0,1.0,1346.51513671875,1346.51513671875,0.471655975208226,0.471655975208226,471655.975208226,471655.975208226,5
7,2,0,1,2,10.0,2,10.0,1.0,673.1666666666667,114.83333333333334,0.16666666666668561,0.1666666666666643,673.0,114.66666666666667,673.3333333333334,115.0,1.3333333333333712,1.3333333333333286,1278.645751953125,1272.3215942382812,0.15721854309515856,0.07860927154757928,157218.54309515856,78609.27154757928,6
56,1,0,0,1,5.0,1,5.0,1.0,326.925,1966.5,0.0,0.0,326.925,1966.5,326.925,1966.5,1.0,1.0,1314.9417724609375,1314.9417724609375,0.550265304409597,0.550265304409597,550265.304409597,550265.304409597,56
57,1,0,0,1,5.0,1,5.0,1.0,510.5,2012.5,0.0,0.0,510.5,2012.5,510.5,2012.5,1.0,1.0,1327.7705078125,1327.7705078125,0.157218658402742,0.157218658402742,157218.658402742,157218.658402742,57
58,1,0,0,1,5.0,1,5.0,1.0,952.5,2011.5,0.0,0.0,952.5,2011.5,952.5,2011.5,1.0,1.0,1309.5576171875,1309.5576171875,0.078609329201371,0.078609329201371,78609.329201371,78609.329201371,58
59,50,0,49,50,250.0,50,250.0,1.0,197.48,2023.506666666667,0.09797958971132711,0.07423685817107051,197.0,2023.3333333333333,197.5,2024.0,1.5,1.6666666666667425,1963.6666259765625,1638.0266284179688,3.9303711877211023,0.07860742375442205,3930371.1877211025,78607.42375442205,59
49,1,0,0,1,5.0,1,5.0,1.0,946.5,1805.25,0.0,0.0,946.5,1805.25,946.5,1805.25,1.0,1.0,1293.693359375,1293.693359375,0.19652332300342748,0.19652332300342748,196523.32300342747,196523.32300342747,49
50,2,0,1,2,10.0,2,10.0,1.0,1975.5,1831.0,0.5,0.0,1975.0,1831.0,1976.0,1831.0,2.0,1.0,1261.765380859375,1258.833251953125,0.07860929076550985,0.039304645382754924,78609.29076550985,39304.64538275493,50
51,1,0,0,1,5.0,1,5.0,1.0,1135.0,1868.0,0.0,0.0,1135.0,1868.0,1135.0,1868.0,1.0,1.0,1263.4715576171875,1263.4715576171875,0.0393046646006855,0.0393046646006855,39304.6646006855,39304.6646006855,51
52,1,0,0,1,5.0,1,5.0,1.0,1149.825,1889.275,0.0,0.0,1149.825,1889.275,1149.825,1889.275,1.0,1.0,1324.2254638671875,1324.2254638671875,0.8253979566143954,0.8253979566143954,825397.9566143954,825397.9566143954,52
53,1,0,0,1,5.0,1,5.0,1.0,923.5625,1923.375,0.0,0.0,923.5625,1923.375,923.5625,1923.375,1.0,1.0,1313.4129638671875,1313.4129638671875,0.35374198140616947,0.35374198140616947,353741.9814061695,353741.9814061695,53
