frame,x,y,area_px,intensity,area_km2,track_id
0,41.125,169.25,8.0,2317.1884765625,277212.99137165386,304
0,348.4130434782609,157.08695652173913,46.0,2317.1884765625,1593974.7003870097,307
0,56.0,145.66666666666666,9.0,2180.1298828125,311864.6152931106,310
0,1903.142857142857,326.85714285714283,7.0,2112.9990234375,242561.3674501971,315
0,1871.590909090909,327.3181818181818,22.0,2317.1884765625,762335.7262720481,316
0,1249.6666666666667,124.83333333333333,6.0,2317.1884765625,207909.7435287404,317
0,1836.9705882352941,126.6470588235294,34.0,2248.6591796875,1178155.213329529,319
0,1330.85,87.05,20.0,2248.6591796875,693032.4784291347,320
0,1335.3076923076924,77.92307692307692,13.0,2317.1884765625,450471.11097893753,321
0,1359.125,24.875,8.0,2180.1298828125,277212.99137165386,324
0,1154.3333333333333,19.5,6.0,2248.6591796875,207909.7435287404,327
0,1873.8,216.33333333333334,15.0,2180.1298828125,519774.35882185097,330
0,1.0333333333333334,207.76666666666668,30.0,2459.3740234375,1039548.7176437019,331
0,58.2,191.6,5.0,2388.0478515625,173258.11960728368,332
0,61.75,187.7,20.0,2531.6328125,693032.4784291347,333
0,1597.4285714285713,269.5,14.0,2317.1884765625,485122.7349003942,336
0,1591.4117647058824,268.3529411764706,17.0,2317.1884765625,589077.6066647645,337
0,1399.0,104.8,5.0,2112.9990234375,173258.11960728368,346
0,1332.2,95.4,5.0,2180.1298828125,173258.11960728368,350
0,1404.6666666666667,94.83333333333333,6.0,2180.1298828125,207909.7435287404,351
0,1461.5833333333333,362.5,12.0,2180.1298828125,415819.4870574808,352
0,1512.28125,362.0,32.0,2459.3740234375,1108851.9654866154,354
0,1795.4,299.7,10.0,2248.6591796875,346516.23921456735,362
0,1806.75,284.75,4.0,2047.267578125,138606.49568582693,365
0,1563.6153846153845,271.2307692307692,26.0,2605.755859375,900942.2219578751,367
0,1294.1818181818182,396.45454545454544,11.0,2248.6591796875,381167.86313602404,372
0,1240.5,395.0,4.0,2112.9990234375,138606.49568582693,373
0,1259.0,391.6,5.0,2112.9990234375,173258.11960728368,375
0,1550.75,365.0,4.0,2112.9990234375,138606.49568582693,380
0,1477.2727272727273,365.45454545454544,11.0,2180.1298828125,381167.86313602404,382
0,1796.25,456.875,8.0,2112.9990234375,277212.99137165386,386
0,24.5,445.5,4.0,2112.9990234375,138606.49568582693,393
0,1348.75,60.75,4.0,2180.1298828125,138606.49568582693,400
0,1663.0,66.85714285714286,7.0,2112.9990234375,242561.3674501971,403
0,1343.8,409.4,5.0,2248.6591796875,173258.11960728368,406
1,1551.5,363.5,4.0,2112.9990234375,138606.49568582693,380
1,1477.6521739130435,364.30434782608694,23.0,2317.1884765625,796987.3501935048,382
1,1512.3235294117646,361.2647058823529,34.0,2388.0478515625,1178155.213329529,354
1,1455.304347826087,357.82608695652175,23.0,2248.6591796875,796987.3501935048,415
1,1470.1,349.7,10.0,2248.6591796875,346516.23921456735,418
1,1259.8333333333333,391.1666666666667,6.0,2112.9990234375,207909.7435287404,375
1,1236.1,394.55,20.0,2180.1298828125,693032.4784291347,420
1,1663.7058823529412,388.29411764705884,17.0,2248.6591796875,589077.6066647645,300
1,1248.6511627906978,395.1162790697674,43.0,2248.6591796875,1490019.8286226394,424
1,1530.0,375.25,4.0,2112.9990234375,138606.49568582693,273
1,1764.642857142857,421.57142857142856,14.0,2388.0478515625,485122.7349003942,27
1,1520.4791666666667,420.875,48.0,2248.6591796875,1663277.9482299231,428
1,1344.1666666666667,409.0,6.0,2180.1298828125,207909.7435287404,406
1,1251.8333333333333,407.1666666666667,6.0,2180.1298828125,207909.7435287404,431
1,1515.6315789473683,405.42105263157896,19.0,2248.6591796875,658380.854507678,12
1,1293.888888888889,398.22222222222223,9.0,2317.1884765625,311864.6152931106,372
1,1244.9333333333334,445.8666666666667,15.0,2180.1298828125,519774.35882185097,439
1,1257.3,448.23333333333335,30.0,2180.1298828125,1039548.7176437019,440
1,1488.2,428.4,15.0,2112.9990234375,519774.35882185097,24
1,1251.0,423.5,4.0,2112.9990234375,138606.49568582693,450
1,1395.7,485.5,10.0,2248.6591796875,346516.23921456735,40
1,1403.8823529411766,477.70588235294116,17.0,2248.6591796875,589077.6066647645,45
1,1798.0,456.15384615384613,13.0,2248.6591796875,450471.11097893753,386
1,716.2051282051282,507.05128205128204,39.0,2605.755859375,1351413.3329368127,59
1,1456.8,496.2,5.0,2112.9990234375,173258.11960728368,469
1,1401.75,492.0,4.0,2112.9990234375,138606.49568582693,470
1,655.125,489.875,8.0,2388.0478515625,277212.99137165386,34
1,1789.4666666666667,525.0666666666667,15.0,2248.6591796875,519774.35882185097,51
1,622.6666666666666,523.6666666666666,6.0,2180.1298828125,207909.7435287404,475
1,1418.3333333333333,520.5,6.0,2112.9990234375,207909.7435287404,476
1,702.2222222222222,520.3333333333334,9.0,2248.6591796875,311864.6152931106,53
1,683.5,517.9285714285714,14.0,2248.6591796875,485122.7349003942,54
1,1436.111111111111,519.3333333333334,45.0,2248.6591796875,1559323.076465553,479
1,767.7692307692307,514.3846153846154,13.0,2317.1884765625,450471.11097893753,481
1,1820.25,506.75,4.0,2047.267578125,138606.49568582693,485
1,1575.5,565.0,4.0,2112.9990234375,138606.49568582693,488
1,1042.0714285714287,555.5,14.0,2388.0478515625,485122.7349003942,68
1,1583.5,545.2142857142857,14.0,2180.1298828125,485122.7349003942,494
1,757.0,544.5,8.0,2180.1298828125,277212.99137165386,73
1,1053.2222222222222,538.4444444444445,9.0,2180.1298828125,311864.6152931106,76
1,1053.6,533.0,5.0,2248.6591796875,173258.11960728368,78
1,1417.75,526.25,4.0,2112.9990234375,138606.49568582693,498
1,1494.483870967742,632.258064516129,31.0,2388.0478515625,1074200.3415651587,111
1,1298.0,580.2352941176471,17.0,2317.1884765625,589077.6066647645,65
1,1310.75,692.25,4.0,2531.6328125,138606.49568582693,511
1,1336.3,692.2,10.0,2180.1298828125,346516.23921456735,120
1,1602.8333333333333,686.8333333333334,12.0,2317.1884765625,415819.4870574808,122
1,1461.4,663.8666666666667,15.0,2388.0478515625,519774.35882185097,514
1,967.5,658.7222222222222,18.0,2248.6591796875,623729.2305862212,102
1,905.6666666666666,652.6666666666666,12.0,2459.3740234375,415819.4870574808,103
1,1219.0,760.25,4.0,2388.0478515625,138606.49568582693,157
1,1121.875,757.0,8.0,2531.6328125,277212.99137165386,159
1,1214.857142857143,752.7142857142857,7.0,2388.0478515625,242561.3674501971,130
1,1314.0,733.5,6.0,2317.1884765625,207909.7435287404,133
1,617.3333333333334,710.7777777777778,9.0,2248.6591796875,311864.6152931106,143
1,1523.25,704.75,4.0,2112.9990234375,138606.49568582693,114
1,1216.7222222222222,816.8333333333334,18.0,2605.755859375,623729.2305862212,171
1,1247.5,798.0,4.0,2112.9990234375,138606.49568582693,174
1,1075.8333333333333,780.0,6.0,2180.1298828125,207909.7435287404,147
1,1149.1,780.6,10.0,2317.1884765625,346516.23921456735,148
1,1038.3333333333333,766.2222222222222,9.0,2459.3740234375,311864.6152931106,532
1,575.3333333333334,762.0,6.0,2317.1884765625,207909.7435287404,533
1,901.5714285714286,902.2857142857143,7.0,2317.1884765625,242561.3674501971,182
1,101.5,860.0,4.0,2388.0478515625,138606.49568582693,539
1,125.5,850.9,20.0,2248.6591796875,693032.4784291347,160
1,874.0,831.5833333333334,12.0,2459.3740234375,415819.4870574808,164
1,1208.75,826.25,4.0,2459.3740234375,138606.49568582693,166
1,1425.4285714285713,945.4285714285714,7.0,2180.1298828125,242561.3674501971,195
1,1262.6,940.0,5.0,2047.267578125,173258.11960728368,543
1,1157.6,934.4,5.0,2112.9990234375,173258.11960728368,545
1,847.5,917.8333333333334,6.0,2459.3740234375,207909.7435287404,206
1,934.2,910.4,5.0,2180.1298828125,173258.11960728368,177
1,1228.2941176470588,911.7058823529412,17.0,2248.6591796875,589077.6066647645,176
1,956.0,905.5,6.0,2248.6591796875,207909.7435287404,179
1,669.0,994.0,7.0,2388.0478515625,242561.3674501971,237
1,57.142857142857146,989.2857142857143,7.0,2180.1298828125,242561.3674501971,553
1,685.3333333333334,985.3333333333334,6.0,2112.9990234375,207909.7435287404,554
1,1297.142857142857,982.2857142857143,14.0,2180.1298828125,485122.7349003942,557
1,904.7142857142857,972.0,7.0,2459.3740234375,242561.3674501971,212
1,914.0909090909091,971.9772727272727,44.0,2317.1884765625,1524671.4525440962,218
1,1520.3181818181818,945.8636363636364,22.0,2459.3740234375,762335.7262720481,192
1,715.2142857142857,1087.0,28.0,2531.6328125,970245.4698007884,563
1,1282.1666666666667,1066.1666666666667,6.0,2112.9990234375,207909.7435287404,252
1,389.0,1052.2,5.0,2317.1884765625,173258.11960728368,225
1,635.8181818181819,1051.7272727272727,11.0,2248.6591796875,381167.86313602404,224
1,1298.4,1030.6,5.0,2180.1298828125,173258.11960728368,569
1,961.3,1027.8,10.0,2388.0478515625,346516.23921456735,230
1,678.3333333333334,1255.5,6.0,2248.6591796875,207909.7435287404,264
1,685.2941176470588,1254.3235294117646,34.0,2388.0478515625,1178155.213329529,265
1,763.0,1161.6666666666667,9.0,2180.1298828125,311864.6152931106,574
1,760.0,1146.4545454545455,11.0,2180.1298828125,381167.86313602404,575
1,1013.1333333333333,1130.1333333333334,15.0,2388.0478515625,519774.35882185097,576
1,741.2,1099.2,5.0,2180.1298828125,173258.11960728368,248
1,253.25,2006.0,4.0,2248.6591796875,138606.49568582693,580
1,592.2777777777778,1398.0,18.0,2248.6591796875,623729.2305862212,284
1,267.8181818181818,1351.090909090909,11.0,2248.6591796875,381167.86313602404,581
1,665.6875,1313.5,16.0,2248.6591796875,554425.9827433077,286
1,759.9,1278.1,10.0,2180.1298828125,346516.23921456735,585
1,310.5,1277.0,4.0,2248.6591796875,138606.49568582693,260
1,747.4,1275.8,5.0,2459.3740234375,173258.11960728368,587
1,737.9772727272727,1269.7272727272727,44.0,2388.0478515625,1524671.4525440962,263
1,1703.25,343.25,4.0,2248.6591796875,138606.49568582693,275
1,1874.0,338.2,5.0,2180.1298828125,173258.11960728368,276
1,1532.4782608695652,338.60869565217394,23.0,2248.6591796875,796987.3501935048,594
1,1865.375,331.5,8.0,2248.6591796875,277212.99137165386,597
1,44.25,330.25,4.0,2112.9990234375,138606.49568582693,598
1,44.75,324.75,4.0,2112.9990234375,138606.49568582693,600
1,1871.0857142857142,326.48571428571427,35.0,2459.3740234375,1212806.8372509857,316
1,1796.25,299.25,4.0,2047.267578125,138606.49568582693,362
1,1807.4,283.8,5.0,2112.9990234375,173258.11960728368,365
1,1561.8,271.6,10.0,2459.3740234375,346516.23921456735,367
1,1598.0625,268.875,16.0,2317.1884765625,554425.9827433077,336
1,1591.6153846153845,268.0769230769231,13.0,2459.3740234375,450471.11097893753,337
1,1487.0,224.25,8.0,2112.9990234375,277212.99137165386,613
1,1874.2631578947369,214.73684210526315,19.0,2248.6591796875,658380.854507678,330
1,61.035714285714285,187.60714285714286,28.0,2459.3740234375,970245.4698007884,333
1,41.6,168.4,5.0,2459.3740234375,173258.11960728368,304
1,1860.7608695652175,164.8695652173913,46.0,2317.1884765625,1593974.7003870097,619
1,1852.888888888889,148.55555555555554,9.0,2248.6591796875,311864.6152931106,622
1,57.375,146.0,8.0,2317.1884765625,277212.99137165386,310
1,107.16666666666667,131.83333333333334,12.0,2531.6328125,415819.4870574808,626
1,1249.4285714285713,124.0,7.0,2180.1298828125,242561.3674501971,317
1,1837.525,125.525,40.0,2248.6591796875,1386064.9568582694,319
1,1320.7,118.2,10.0,2531.6328125,346516.23921456735,290
1,20.0,119.16666666666667,12.0,2248.6591796875,415819.4870574808,631
1,1323.2,113.2,10.0,2317.1884765625,346516.23921456735,293
1,35.0,109.25,4.0,2112.9990234375,138606.49568582693,633
1,1405.75,94.75,4.0,2180.1298828125,138606.49568582693,351
1,204.0,90.0,7.0,2605.755859375,242561.3674501971,641
1,1340.090909090909,87.0909090909091,22.0,2317.1884765625,762335.7262720481,642
1,1330.8,86.55,20.0,2317.1884765625,693032.4784291347,320
1,1388.25,75.33333333333333,12.0,2180.1298828125,415819.4870574808,645
1,1330.625,74.375,8.0,2112.9990234375,277212.99137165386,647
1,1.0909090909090908,64.9090909090909,11.0,2531.6328125,381167.86313602404,653
1,1456.4,44.8,5.0,2112.9990234375,173258.11960728368,655
1,1453.0,39.5,6.0,2180.1298828125,207909.7435287404,657
1,120.11111111111111,37.666666666666664,9.0,2248.6591796875,311864.6152931106,3
1,125.0,32.833333333333336,6.0,2047.267578125,207909.7435287404,659
1,1276.0,25.25,4.0,2248.6591796875,138606.49568582693,662
1,224.0,25.5,4.0,2112.9990234375,138606.49568582693,8
2,1154.0,18.5,4.0,2180.5263671875,138606.49568582693,327
2,125.22222222222223,32.22222222222222,9.0,2113.28515625,311864.6152931106,659
2,1456.6,45.4,5.0,2113.28515625,173258.11960728368,655
2,1349.8,59.8,5.0,2113.28515625,173258.11960728368,400
2,1693.3333333333333,357.0,6.0,2317.359375,207909.7435287404,675
2,1591.4444444444443,266.1111111111111,9.0,2388.3623046875,311864.6152931106,337
2,1901.6666666666667,327.6666666666667,6.0,2180.5263671875,207909.7435287404,315
2,1864.8,331.8,5.0,2248.7080078125,173258.11960728368,597
2,1532.0434782608695,338.30434782608694,23.0,2317.359375,796987.3501935048,594
2,1521.8333333333333,336.0,6.0,2248.7080078125,207909.7435287404,677
2,1872.875,337.375,8.0,2248.7080078125,277212.99137165386,276
2,44.75,337.75,4.0,2180.5263671875,138606.49568582693,278
2,1702.2857142857142,342.7142857142857,7.0,2180.5263671875,242561.3674501971,275
2,1469.2307692307693,349.53846153846155,13.0,2248.7080078125,450471.11097893753,418
2,1454.2916666666667,358.2083333333333,24.0,2388.3623046875,831638.9741149616,415
2,1511.076923076923,361.20512820512823,39.0,2459.365234375,1351413.3329368127,354
2,1235.1785714285713,393.25,28.0,2180.5263671875,970245.4698007884,420
2,1259.875,390.625,8.0,2180.5263671875,277212.99137165386,375
2,1249.4285714285713,395.85714285714283,7.0,2113.28515625,242561.3674501971,424
2,1240.5,395.5,4.0,2047.4541015625,138606.49568582693,373
2,1295.2222222222222,396.8888888888889,9.0,2180.5263671875,311864.6152931106,372
2,1257.7777777777778,405.8888888888889,9.0,2113.28515625,311864.6152931106,15
2,1346.0,409.3703703703704,27.0,2248.7080078125,935593.8458793318,406
2,1411.5,406.3333333333333,6.0,2113.28515625,207909.7435287404,687
2,1264.7777777777778,413.3333333333333,9.0,2113.28515625,311864.6152931106,9
2,1763.235294117647,421.88235294117646,17.0,2317.359375,589077.6066647645,27
2,1487.25,426.0,4.0,2113.28515625,138606.49568582693,699
2,1244.2272727272727,445.59090909090907,22.0,2180.5263671875,762335.7262720481,439
2,24.166666666666668,446.6666666666667,6.0,2047.4541015625,207909.7435287404,393
2,1255.5,451.0,8.0,2113.28515625,277212.99137165386,709
2,1404.6,459.1,10.0,2180.5263671875,346516.23921456735,713
2,1394.875,465.25,8.0,2113.28515625,277212.99137165386,714
2,1403.3684210526317,476.2105263157895,19.0,2180.5263671875,658380.854507678,45
2,1394.0,486.3,10.0,2180.5263671875,346516.23921456735,40
2,654.5,490.5,6.0,2531.779296875,207909.7435287404,34
2,715.5,506.6842105263158,38.0,2531.779296875,1316761.709015356,59
2,781.0,502.4,5.0,2113.28515625,173258.11960728368,734
2,1819.5,507.0,4.0,2180.5263671875,138606.49568582693,485
2,767.0666666666667,514.2,15.0,2317.359375,519774.35882185097,481
2,683.7,519.3,10.0,2317.359375,346516.23921456735,54
2,1418.25,519.75,4.0,2180.5263671875,138606.49568582693,476
2,701.0,520.5,6.0,2180.5263671875,207909.7435287404,53
2,1789.8333333333333,524.3333333333334,6.0,2180.5263671875,207909.7435287404,51
2,623.7142857142857,527.5,14.0,2180.5263671875,485122.7349003942,48
2,1053.8,532.1,10.0,2180.5263671875,346516.23921456735,78
2,1052.2857142857142,538.5714285714286,7.0,2248.7080078125,242561.3674501971,76
2,652.4,546.35,20.0,2388.3623046875,693032.4784291347,74
2,756.0,545.2,5.0,2180.5263671875,173258.11960728368,73
2,1046.530612244898,547.8571428571429,49.0,2605.603515625,1697929.57215138,72
2,1578.88,556.08,25.0,2180.5263671875,866290.5980364183,67
2,1041.25,555.8333333333334,12.0,2388.3623046875,415819.4870574808,68
2,692.8333333333334,569.1666666666666,6.0,2388.3623046875,207909.7435287404,754
2,1587.75,575.25,4.0,2113.28515625,138606.49568582693,755
2,1298.15,579.65,20.0,2248.7080078125,693032.4784291347,65
2,673.5,579.0,4.0,2248.7080078125,138606.49568582693,94
2,1614.625,598.625,8.0,2180.5263671875,277212.99137165386,761
2,1501.0,620.25,4.0,2113.28515625,138606.49568582693,83
2,905.0,652.8333333333334,12.0,2459.365234375,415819.4870574808,103
2,965.8888888888889,658.7777777777778,9.0,2317.359375,311864.6152931106,102
2,1460.3076923076924,664.2307692307693,13.0,2317.359375,450471.11097893753,514
2,1602.0,686.0,5.0,2180.5263671875,173258.11960728368,122
2,1309.75,691.25,8.0,2459.365234375,277212.99137165386,511
2,1335.5,691.0,4.0,2180.5263671875,138606.49568582693,120
2,1383.5,702.4166666666666,12.0,2248.7080078125,415819.4870574808,115
2,1524.0,704.5,6.0,2180.5263671875,207909.7435287404,114
2,1405.8333333333333,709.5,6.0,2248.7080078125,207909.7435287404,113
2,617.125,710.875,8.0,2317.359375,277212.99137165386,143
2,569.4545454545455,724.5454545454545,11.0,2180.5263671875,381167.86313602404,782
2,1313.25,733.0,4.0,2317.359375,138606.49568582693,133
2,1214.4,751.8666666666667,15.0,2388.3623046875,519774.35882185097,130
2,1191.75,751.75,4.0,2248.7080078125,138606.49568582693,784
2,1122.076923076923,756.8461538461538,13.0,2459.365234375,450471.11097893753,159
2,1219.0,759.1111111111111,9.0,2605.603515625,311864.6152931106,157
2,574.5454545454545,761.6363636363636,11.0,2317.359375,381167.86313602404,533
2,1035.0,761.75,4.0,2388.3623046875,138606.49568582693,785
2,1271.5,765.5,4.0,2180.5263671875,138606.49568582693,155
2,1135.25,769.0,4.0,2113.28515625,138606.49568582693,154
2,1138.8333333333333,772.0,6.0,2180.5263671875,207909.7435287404,788
2,1244.6666666666667,776.3333333333334,6.0,2317.359375,207909.7435287404,150
2,1147.9333333333334,780.3333333333334,15.0,2317.359375,519774.35882185097,148
2,1196.5555555555557,779.1111111111111,9.0,2605.603515625,311864.6152931106,149
2,1076.2222222222222,780.8888888888889,9.0,2531.779296875,311864.6152931106,147
2,1289.0,807.5,4.0,2113.28515625,138606.49568582693,173
2,1216.4117647058824,816.5882352941177,17.0,2605.603515625,589077.6066647645,171
2,873.3333333333334,831.5833333333334,12.0,2531.779296875,415819.4870574808,164
2,892.8333333333334,846.3333333333334,6.0,2459.365234375,207909.7435287404,163
2,128.25,848.25,4.0,2113.28515625,138606.49568582693,801
2,131.8,849.4,5.0,2248.7080078125,173258.11960728368,161
2,126.625,852.125,8.0,2388.3623046875,277212.99137165386,160
2,94.28571428571429,858.4285714285714,14.0,2459.365234375,485122.7349003942,802
2,101.25,860.25,4.0,2248.7080078125,138606.49568582693,539
2,911.6666666666666,878.8333333333334,6.0,2248.7080078125,207909.7435287404,186
2,901.0,902.0,5.0,2388.3623046875,173258.11960728368,182
2,955.75,906.0,4.0,2113.28515625,138606.49568582693,179
2,1228.4285714285713,910.4285714285714,7.0,2388.3623046875,242561.3674501971,176
2,935.0,911.4,5.0,2180.5263671875,173258.11960728368,177
2,990.4,914.2,5.0,2248.7080078125,173258.11960728368,813
2,847.0,918.0,7.0,2531.779296875,242561.3674501971,206
2,1408.0,934.5,4.0,2113.28515625,138606.49568582693,197
2,1157.75,935.75,4.0,2180.5263671875,138606.49568582693,545
2,1262.142857142857,939.2857142857143,7.0,2113.28515625,242561.3674501971,543
2,1519.6923076923076,945.7692307692307,26.0,2459.365234375,900942.2219578751,192
2,1142.8,948.4,5.0,2388.3623046875,173258.11960728368,817
2,1152.4285714285713,955.2857142857143,7.0,2180.5263671875,242561.3674501971,221
2,1003.8,958.4,5.0,2317.359375,173258.11960728368,820
2,1286.111111111111,965.7777777777778,45.0,2248.7080078125,1559323.076465553,217
2,912.6,972.6,45.0,2388.3623046875,1559323.076465553,218
2,904.2,971.7,10.0,2605.603515625,346516.23921456735,212
2,682.25,974.75,4.0,2180.5263671875,138606.49568582693,826
2,1056.2,981.2,5.0,2113.28515625,173258.11960728368,827
2,1022.75,981.75,4.0,2248.7080078125,138606.49568582693,208
2,684.8333333333334,985.1666666666666,6.0,2113.28515625,207909.7435287404,554
2,668.5,993.5,10.0,2605.603515625,346516.23921456735,237
