event_id,num_detections,x_centroid,y_centroid,lifetime_frames,lifetime_seconds,mean_area_px,mean_area_km2,peak_intensity
0,14,331.8434807256236,1.123922902494331,22,220,6.0,207909.74352874042,9341.0048828125
1,174,1141.7788154533844,8.837673326035395,196,1960,4.752873563218391,164694.7872588777,15236.5302734375
2,24,1119.4541501322751,4.885929232804233,122,1220,5.541666666666667,192027.74923140605,7235.9990234375
3,153,123.35134609399316,126.88286129266521,193,1930,5.738562091503268,198850.49544469945,10199.5888671875
4,161,1206.8650990831115,132.6967810312531,196,1960,4.950310559006211,171536.2997850995,4679.8115234375
5,37,1305.5611861861862,136.70483697983698,175,1750,4.513513513513513,156400.57283468312,5188.37890625
6,66,161.4322510822511,147.17328643578645,172,1720,5.424242424242424,187958.80854365925,5723.8193359375
7,148,1283.87310971686,147.97080115830116,198,1980,4.831081081081081,167404.80475568626,10642.421875
8,186,1917.692754736303,301.1813833418672,195,1950,4.537634408602151,157236.40101994347,4780.361328125
9,1,1712.0,331.6666666666667,1,10,3.0,103954.8717643702,4013.16796875
10,106,1722.8002620545076,384.6170971847859,140,1400,5.264150943396227,182411.37875634772,9341.1923828125
11,36,747.7163249559082,515.0756172839506,48,480,5.333333333333333,184808.6609144359,4387.392578125
12,44,543.7232683982684,748.8167207792208,198,1980,4.113636363636363,142544.1802223561,4780.4765625
13,74,1237.4077220077222,778.0717932217932,195,1950,5.148648648648648,178409.0366766894,6751.462890625
14,2,1089.1190476190477,792.1666666666667,2,20,5.0,173258.11960728365,4881.203125
15,144,1190.2701444003526,797.1769097222223,198,1980,5.694444444444445,197321.74733051757,6515.2470703125
16,448,1454.7686197916667,910.121449829932,198,1980,4.9375,171092.39311219266,4881.2587890625
17,1,1013.0,1006.5,1,10,4.0,138606.49568582693,4780.5078125
18,2,303.33333333333337,1279.1666666666665,35,350,3.0,103954.8717643702,4484.013671875
19,19,1817.3565162907269,2028.275271512114,45,450,5.947368421052632,206085.97384866374,10053.44921875
20,6,155.71924603174602,194.4593253968254,6,60,6.666666666666667,231010.8261430449,6751.5361328125
21,7,1417.857142857143,890.639455782313,172,1720,4.714285714285714,163357.65562972458,5293.11767578125
22,1,852.0,911.0,1,10,3.0,103954.8717643702,7113.76123046875
23,122,55.84630171740827,1002.4517401769451,194,1940,5.139344262295082,178086.6245799457,4679.8583984375
24,10,725.6666666666667,1130.8666666666668,154,1540,3.3,114350.35894080721,4387.498046875
25,12,1091.2198743386243,848.8749669312169,149,1490,5.75,199246.83754837626,6170.56005859375
26,1,1700.142857142857,317.57142857142856,1,10,7.0,242561.3674501971,4679.8115234375
27,3,1194.7333333333333,815.8000000000001,3,30,3.6666666666666665,127055.9543786747,4105.8505859375
28,1,338.0,6.0,1,10,3.0,103954.8717643702,4387.2587890625
29,105,656.4147354497354,515.1299092970522,191,1910,5.371428571428571,186128.72277811044,4679.859375
30,57,1252.355903648009,147.00936368699524,122,1220,5.43859649122807,188456.20027458927,4582.046875
31,19,1105.4342105263158,805.1754385964913,183,1830,3.3157894736842106,114897.48984483021,4881.353515625
