event_id,num_detections,x_centroid,y_centroid,lifetime_frames,lifetime_seconds,mean_area_px,mean_area_km2,peak_intensity
0,12,342.9504222629223,99.21726529643196,12,60,9.5,373394.3137065124,1344.284912109375
1,2,344.125,98.375,2,10,3.0,117913.99380205653,1318.2674560546875
2,1,334.3333333333333,115.0,1,5,3.0,117913.99380205652,1276.5675048828125
3,1,333.6666666666667,118.66666666666669,1,5,3.0,117913.99380205652,1286.6480712890625
4,12,335.33726851851856,116.68518518518518,12,60,5.0,196523.32300342756,1338.6240234375
5,2,337.0833333333333,114.83333333333333,2,10,4.5,176870.9907030848,1312.103271484375
6,4,335.4875,114.525,4,20,3.25,127740.15995222791,1322.9310302734375
7,22,1550.8270579798989,287.48192054157965,22,110,8.0,314437.3168054841,1333.1536865234375
8,15,1551.4222222222222,290.1951851851852,15,75,5.333333333333333,209624.87787032267,1332.013427734375
9,9,633.2394179894179,541.9195767195766,9,45,6.777777777777778,266398.28229353507,1337.9183349609375
10,1,631.5,539.5,1,5,2.0,78609.32920137102,1263.875732421875
11,1,978.0,662.3333333333334,1,5,3.0,117913.99380205652,1284.1881103515625
12,1,958.0,686.5,1,5,2.0,78609.32920137102,1281.839599609375
13,1,959.0,686.5,1,5,2.0,78609.32920137102,1284.88037109375
14,8,2020.5534170905203,795.0841925586024,8,40,14.25,560091.4705597685,1335.436767578125
15,18,2021.1600093030543,795.5581492460577,18,90,13.5,530612.9721092543,1336.451416015625
16,29,717.1867285770256,1478.695552443305,29,145,26.448275862068964,1039540.612025027,1327.2711181640625
17,1,717.6666666666666,1480.3333333333333,1,5,3.0,117913.99380205652,1308.353271484375
18,8,713.8678571428571,1484.1107142857145,8,40,7.5,294784.98450514127,1323.799560546875
19,31,1153.9303823680011,1518.1150221378875,31,155,6.774193548387097,266257.40535948245,1321.93505859375
20,3,1157.7222222222224,1517.111111111111,3,15,3.0,117913.99380205653,1317.45458984375
21,10,258.4601052052857,1583.1330140856696,10,50,41.7,1639004.5138485855,1342.836669921875
22,5,260.81,1590.525,5,25,5.4,212245.18884370173,1340.673583984375
23,1,260.5,1594.0,1,5,2.0,78609.32920137102,1283.09765625
24,8,1318.50625,1934.0854166666668,8,40,3.75,147392.49225257066,1319.825439453125
25,1,1318.5,1934.5,1,5,2.0,78609.32920137102,1302.4122314453125
26,1,952.5,2011.5,1,5,2.0,78609.32920137102,1309.5576171875
27,1,533.0,61.5,1,5,2.0,78609.32920137102,1325.582275390625
28,2,534.5833333333333,58.08333333333333,2,10,3.5,137566.32610239927,1339.283447265625
29,1,534.5,57.5,1,5,2.0,78609.32920137102,1263.615234375
30,11,534.3143939393939,60.26136363636363,11,55,4.7272727272727275,185803.86902142238,1356.5081787109375
31,1,239.0,174.5,1,5,2.0,78609.32920137102,1323.8822021484375
32,2,240.5,171.5,2,10,2.0,78609.32920137102,1278.88720703125
33,3,238.55555555555554,172.05555555555554,3,15,2.6666666666666665,104812.43893516135,1301.89990234375
34,1,238.0,175.5,1,5,2.0,78609.32920137102,1302.7591552734375
35,1,536.0,1422.5,1,5,2.0,78609.32920137102,1336.607421875
36,2,535.0,1424.0,2,10,2.0,78609.32920137102,1337.5382080078125
37,7,534.1523809523809,1422.7666666666667,7,35,3.7142857142857144,145988.7542311176,1346.053955078125
38,12,532.8083333333333,1424.9777777777779,12,60,3.5,137566.3261023993,1347.355224609375
39,4,89.31361476608187,1852.28620248538,4,20,11.75,461829.8090580547,1310.29150390625
40,2,89.83333333333334,1852.4166666666665,2,10,2.5,98261.66150171377,1285.054443359375
41,1,87.5,1852.0,1,5,2.0,78609.32920137102,1294.98779296875
42,1,87.41176470588235,1853.6470588235293,1,5,17.0,668179.2982116536,1312.2578125
43,2,86.28968253968253,1852.0793650793648,2,10,10.5,412698.9783071978,1307.393310546875
44,4,334.4510144440659,1966.5028208177978,4,20,92.75,3645507.641713581,1329.759033203125
45,20,337.11718451014815,1971.3652880665643,20,100,39.9,1568256.1175673518,1329.769287109375
46,3,336.9166666666667,1975.4166666666667,3,15,3.3333333333333335,131015.54866895168,1297.0531005859375
47,4,337.28125,1966.2005208333335,4,20,8.5,334089.64910582686,1321.2197265625
48,1,984.5,38.0,1,5,4.0,157218.65840274203,1295.039306640625
49,38,973.5106155175233,43.91822158105053,38,190,8.736842105263158,343398.6486165155,1335.96630859375
50,2,630.1,484.425,2,10,4.5,176870.9907030848,1339.546630859375
51,1,630.0,483.5,1,5,2.0,78609.32920137102,1294.552978515625
52,1,625.6666666666666,483.3333333333333,1,5,3.0,117913.99380205652,1324.242919921875
53,1,954.5,2006.0,1,5,2.0,78609.32920137102,1287.83984375
54,2,1049.4166666666665,1439.3333333333335,2,10,2.5,98261.66150171377,1333.22900390625
55,5,1049.28,1438.8700000000001,5,25,4.0,157218.65840274203,1342.6246337890625
56,5,700.96,2006.78,5,25,3.6,141496.79256246783,1328.646240234375
57,1,702.0,2008.5,1,5,2.0,78609.32920137102,1294.9388427734375
58,8,1214.15,2020.675,8,40,3.875,152305.57532765635,1340.671630859375
59,1,1213.5,2022.0,1,5,2.0,78609.32920137102,1329.2628173828125
60,6,1214.2222222222222,2025.5277777777776,6,30,2.8333333333333335,111363.21636860893,1335.1494140625
61,1,3.0,320.5,1,5,2.0,78609.32920137102,1338.8560791015625
62,2,62.83333333333333,1497.9166666666665,2,10,2.5,98261.66150171377,1303.56689453125
63,7,9.748809523809525,310.4261904761905,7,35,4.714285714285714,185293.41883180308,1361.6959228515625
64,1,10.5,309.5,1,5,2.0,78609.32920137102,1306.0992431640625
65,3,9.666666666666666,310.8333333333333,3,15,2.0,78609.32920137102,1341.6630859375
66,10,10.08047619047619,311.6952380952381,10,50,5.2,204384.25592356463,1347.2713623046875
67,1,1729.5,120.0,1,5,2.0,78609.32920137102,1275.94970703125
68,3,1729.8333333333333,117.16666666666667,3,15,2.6666666666666665,104812.43893516135,1307.7332763671875
69,2,1729.25,118.75,2,10,2.0,78609.32920137102,1317.677490234375
70,1,559.5,1147.5,1,5,2.0,78609.32920137102,1274.313232421875
71,2,697.0,87.75,2,10,2.0,78609.32920137102,1290.115478515625
72,1,696.3333333333334,89.66666666666667,1,5,3.0,117913.99380205652,1278.9422607421875
73,1,695.0,90.5,1,5,2.0,78609.32920137102,1321.4332275390625
74,1,694.5,84.5,1,5,2.0,78609.32920137102,1265.1158447265625
75,1,694.6666666666666,84.33333333333333,1,5,3.0,117913.99380205652,1305.5230712890625
76,1,696.0,88.66666666666667,1,5,3.0,117913.99380205652,1312.21484375
77,5,905.7666666666667,1740.3833333333332,5,25,3.2,125774.92672219363,1320.469970703125
78,1,903.2,1741.65,1,5,7.0,275132.65220479853,1318.085205078125
79,1,1367.5,1510.5,1,5,2.0,78609.32920137102,1283.961181640625
80,1,1369.7894736842106,1514.4736842105262,1,5,19.0,746788.6274130247,1335.741455078125
81,1,248.625,1572.4166666666663,1,5,10.0,393046.6460068551,1343.175537109375
82,6,249.41666666666666,1573.0416666666667,6,30,2.5,98261.66150171378,1339.451416015625
83,1,746.5,1738.0,1,5,2.0,78609.32920137102,1297.3533935546875
84,9,743.5648148148149,1740.7765151515152,9,45,7.555555555555555,296968.57698295714,1311.1353759765625
85,6,741.4166666666666,1743.0833333333333,6,30,3.6666666666666665,144117.10353584687,1306.188720703125
86,10,743.275,1739.8808333333334,10,50,5.2,204384.2559235646,1306.5335693359375
87,1,1363.5,585.5,1,5,2.0,78609.32920137102,1254.54541015625
88,2,1364.25,585.75,2,10,2.5,98261.66150171377,1323.6697998046875
89,1,1774.5,1165.5,1,5,2.0,78609.32920137102,1267.2779541015625
90,1,1774.5,1166.5,1,5,2.0,78609.32920137102,1272.84619140625
91,1,1234.0,835.5,1,5,2.0,78609.32920137102,1314.9298095703125
92,1,1234.5,836.5,1,5,2.0,78609.32920137102,1309.833984375
93,1,564.6666666666666,1141.611111111111,1,5,18.0,707483.9628123392,1330.31396484375
94,1,564.875,1141.7083333333333,1,5,24.0,943311.9504164524,1330.9951171875
95,1,564.5384615384615,1141.7692307692307,1,5,26.0,1021921.2796178232,1330.6578369140625
96,8,239.28869047619048,1573.2459325396826,8,40,5.0,196523.32300342753,1343.71630859375
